run,cluster,start,workload,slack,jobs,fixed_work_gpu_h,week_allocation_gpu_h,cohort_share_of_week_gpu_h,cohort_incremental_gpu_energy_saving_pct,all_gpu_energy_saving_pct,upper_bound_on_cohort_saving_pct,exact_gang_capacity_excess_gpus,max_work_error_gpu_h,max_deadline_or_release_violation_s
Venus_2020-05-04_pt_mpt_7b_fast_0,Venus,2020-05-04,pt_mpt_7b_fast,0,3781,34227.01166666667,108488.35416666667,0.3154901918235848,3.2781687096088743,0.7884613412299256,3.785363944263224,0.0,3.964517603094464e-11,0.0
Venus_2020-05-04_pt_mpt_7b_fast_6,Venus,2020-05-04,pt_mpt_7b_fast,6,3781,34227.01166666667,108488.35416666667,0.3154901918235848,18.772718386712594,4.515192483636726,21.718559232998732,0.0,3.865352482534945e-11,0.0
Venus_2020-05-04_pt_mpt_7b_fast_24,Venus,2020-05-04,pt_mpt_7b_fast,24,3781,34227.01166666667,108488.35416666667,0.3154901918235848,25.026657630111725,6.019382707089037,26.646452741649657,0.0,2.7494007071027227e-11,0.0
Venus_2020-07-06_ft_llama_8b_dolly_0,Venus,2020-07-06,ft_llama_8b_dolly,0,2426,48721.69499999999,133417.30222222224,0.3651827325877739,4.824054665082191,1.3413069994634503,6.103273593873048,0.0,1.000444171950221e-10,0.0
Venus_2020-07-06_ft_llama_8b_dolly_6,Venus,2020-07-06,ft_llama_8b_dolly,6,2426,48721.69499999999,133417.30222222224,0.3651827325877739,30.09721377306039,8.368396774265378,32.28829092567285,0.0,1.9281287677586079e-10,0.0
Venus_2020-07-06_ft_llama_8b_dolly_24,Venus,2020-07-06,ft_llama_8b_dolly,24,2426,48721.69499999999,133417.30222222224,0.3651827325877739,35.65050689560109,9.91246529182418,35.6505068956019,0.0,7.457856554538012e-11,0.0
Venus_2020-07-06_ft_llama_8b_p3_0,Venus,2020-07-06,ft_llama_8b_p3,0,2426,48721.69499999999,133417.30222222224,0.3651827325877739,4.394149875168275,1.2217738797440088,5.129884349869202,0.0,1.509761204943061e-10,0.0
Venus_2020-07-06_ft_llama_8b_p3_6,Venus,2020-07-06,ft_llama_8b_p3,6,2426,48721.69499999999,133417.30222222224,0.3651827325877739,25.95206775314123,7.215857311858415,29.079504253732356,0.0,1.5756995708215982e-10,0.0
Venus_2020-07-06_ft_llama_8b_p3_24,Venus,2020-07-06,ft_llama_8b_p3,24,2426,48721.69499999999,133417.30222222224,0.3651827325877739,33.46790090636237,9.305601378853396,33.529787428103425,0.0,1.5756995708215982e-10,0.0
Venus_2020-07-06_infer_llama_8b_48g_0,Venus,2020-07-06,infer_llama_8b_48g,0,2426,48721.69499999999,133417.30222222224,0.3651827325877739,5.478232740117305,1.5231983112040428,6.390593157214928,0.0,2.02817318495363e-10,0.0
Venus_2020-07-06_infer_llama_8b_48g_6,Venus,2020-07-06,infer_llama_8b_48g,6,2426,48721.69499999999,133417.30222222224,0.3651827325877739,30.953935863282673,8.606604550915963,33.796701379948445,0.0,1.737134880386293e-10,0.0
Venus_2020-07-06_infer_llama_8b_48g_24,Venus,2020-07-06,infer_llama_8b_48g,24,2426,48721.69499999999,133417.30222222224,0.3651827325877739,38.96829512808315,10.83496159170594,39.03163928455027,0.0,1.6279955161735415e-10,0.0
