run,cluster,start,workload,slack,tariff,status,jobs,runtime_s,total_saving,mode_shapley,start_shapley,interaction_saving,mode_share_pct,mode_first,mode_last,start_first,start_last,optimal_mode_share_lower_pct,optimal_mode_share_upper_pct
Saturn_pt_mpt_13b_lg_24_Guizhou,Saturn,2020-04-06,pt_mpt_13b_lg,24,Guizhou,constructed_pending_independent_verification,14089,208.70911598205566,18568.128486228583,12118.64999338382,6449.4784928447625,-8121.327214310382,65.26586673703736,16179.313600539012,8057.986386228629,10510.142099999954,2388.8148856895714,33.966347424540984,82.429739398229
Uranus_ft_llama_8b_dolly_0_Jiangsu,Uranus,2020-04-06,ft_llama_8b_dolly,0,Jiangsu,constructed_pending_independent_verification,11521,5.296302080154419,6730.918254718854,2439.2077882281737,4291.71046649068,4878.4155764563475,36.23885621427827,0.0,4878.4155764563475,1852.5026782625064,6730.918254718854,36.23885621427796,36.23885621427885
Uranus_ft_llama_8b_dolly_0_Gansu,Uranus,2020-04-06,ft_llama_8b_dolly,0,Gansu,constructed_pending_independent_verification,11521,4.680595874786377,6404.264974292048,2497.01267464603,3907.2522996460175,4994.02534929206,38.989840124815565,0.0,4994.02534929206,1410.2396249999874,6404.264974292048,38.989840124815075,38.98984012481597
Uranus_ft_llama_8b_dolly_0_Guizhou,Uranus,2020-04-06,ft_llama_8b_dolly,0,Guizhou,constructed_pending_independent_verification,11521,4.701742887496948,6361.866840054878,2298.700995027437,4063.165845027441,4597.401990054859,36.132491496907974,0.0,4597.401990054874,1764.464850000004,6361.866840054878,36.13249149690772,36.132491496908514
Uranus_ft_llama_8b_dolly_6_Jiangsu,Uranus,2020-04-06,ft_llama_8b_dolly,6,Jiangsu,constructed_pending_independent_verification,11521,15.101783752441406,33107.18610813326,24912.32164945885,8194.864458674412,-6377.063497092779,75.24747517983347,28100.85339800523,21723.789900912467,11383.396207220794,5006.33271012803,73.81423404137134,75.2513567641234
Uranus_ft_llama_8b_dolly_6_Gansu,Uranus,2020-04-06,ft_llama_8b_dolly,6,Gansu,constructed_pending_independent_verification,11521,13.070004940032959,31454.63950667849,24823.413325156907,6631.2261815215825,-5517.687886956832,78.91813008979604,27582.257268635323,22064.56938167849,9390.070124999998,3872.3822380431666,77.71714895136563,78.91994472058781
Uranus_ft_llama_8b_dolly_6_Guizhou,Uranus,2020-04-06,ft_llama_8b_dolly,6,Guizhou,constructed_pending_independent_verification,11521,16.569344758987427,31624.878410859223,23653.835143325086,7971.043267534136,-6580.7074649316055,74.79502319668343,26944.18887579089,20363.481410859284,11261.396999999939,4680.6895350683335,73.4520364215425,74.79895277116842
Uranus_ft_llama_8b_dolly_24_Jiangsu,Uranus,2020-04-06,ft_llama_8b_dolly,24,Jiangsu,constructed_pending_independent_verification,11521,25.330918788909912,40660.241133930096,29516.4959862286,11143.745147701495,-10049.23145318684,72.59301755984353,34541.11171282202,24491.88025963518,16168.360874294915,6119.129421108075,66.13903446024013,73.06273656523138
Uranus_ft_llama_8b_dolly_24_Gansu,Uranus,2020-04-06,ft_llama_8b_dolly,24,Gansu,constructed_pending_independent_verification,11521,23.389160871505737,38680.96593259691,30507.551918119054,8173.414014477858,-6808.324471044267,78.86967448351639,33911.714153641195,27103.389682596913,11577.576249999998,4769.251778955717,71.79060552192274,79.14883064298768
Uranus_ft_llama_8b_dolly_24_Guizhou,Uranus,2020-04-06,ft_llama_8b_dolly,24,Guizhou,constructed_pending_independent_verification,11521,24.061218976974487,39421.44755113363,27984.24932568886,11437.198225444768,-10310.023149110268,70.9873712511202,33139.26090024399,22829.237751133733,16592.209799999895,6282.186650889635,65.346065454093,71.51481132528818
Uranus_infer_llama_8b_32g_0_Jiangsu,Uranus,2020-04-06,infer_llama_8b_32g,0,Jiangsu,constructed_pending_independent_verification,11521,3.7081568241119385,7042.64985010642,2595.0735859219567,4447.576264184463,5190.147171843913,36.84797116362023,0.0,5190.147171843913,1852.5026782625064,7042.64985010642,36.84797116361995,36.84797116362084
Uranus_infer_llama_8b_32g_0_Gansu,Uranus,2020-04-06,infer_llama_8b_32g,0,Gansu,constructed_pending_independent_verification,11521,3.735386848449707,6731.5859909221035,2660.673182961058,4070.9128079610455,5321.346365922116,39.52520530153095,0.0,5321.346365922116,1410.2396249999874,6731.5859909221035,39.52520530153052,39.52520530153141
Uranus_infer_llama_8b_32g_0_Guizhou,Uranus,2020-04-06,infer_llama_8b_32g,0,Guizhou,constructed_pending_independent_verification,11521,3.706810712814331,6655.875354271266,2445.705252135631,4210.170102135635,4891.410504271247,36.74505789183915,0.0,4891.410504271262,1764.464850000004,6655.875354271266,36.745057891838954,36.745057891839664
Uranus_infer_llama_8b_32g_6_Jiangsu,Uranus,2020-04-06,infer_llama_8b_32g,6,Jiangsu,constructed_pending_independent_verification,11521,11.663007020950317,34156.00251628134,26162.524341013144,7993.478175268196,-6779.836063905197,76.59714958898395,29552.442372965743,22772.606309060546,11383.396207220794,4603.560143315597,75.07624905971842,76.59758737346878
Uranus_infer_llama_8b_32g_6_Gansu,Uranus,2020-04-06,infer_llama_8b_32g,6,Gansu,constructed_pending_independent_verification,11521,10.815051078796387,32760.447727775725,26198.83370409532,6561.614023680406,-5656.912202639185,79.97092689878843,29027.289805414912,23370.377602775727,9390.070124999998,3733.1579223608132,78.8110406816769,79.97092689878842
Uranus_infer_llama_8b_32g_6_Guizhou,Uranus,2020-04-06,infer_llama_8b_32g,6,Guizhou,constructed_pending_independent_verification,11521,12.016725063323975,32698.934354031822,24892.172538398147,7806.761815633676,-6909.270368732527,76.12533261448291,28346.80772276441,21437.537354031883,11261.396999999939,4352.126631267412,74.72784508471644,76.12878371343061
Uranus_infer_llama_8b_32g_24_Jiangsu,Uranus,2020-04-06,infer_llama_8b_32g,24,Jiangsu,constructed_pending_independent_verification,11521,25.257864952087402,43060.12070292305,32177.57865627461,10882.54204664844,-10571.63765529295,74.72709813860392,37463.397483921086,26891.759828628135,16168.360874294915,5596.723219001964,68.37172402692657,75.56767848735345
Uranus_infer_llama_8b_32g_24_Gansu,Uranus,2020-04-06,infer_llama_8b_32g,24,Gansu,constructed_pending_independent_verification,11521,23.369588136672974,41065.88591103791,33155.55362497724,7910.332286060671,-7334.487927878654,80.73746100791048,36822.79758891656,29488.309661037914,11577.576249999998,4243.088322121352,73.8648995483208,81.47214533155018
Uranus_infer_llama_8b_32g_24_Guizhou,Uranus,2020-04-06,infer_llama_8b_32g,24,Guizhou,constructed_pending_independent_verification,11521,24.951035976409912,41639.94445725292,30516.822365808897,11123.12209144402,-10938.17541711175,73.2873752920999,35985.91007436477,25047.734657253022,16592.209799999895,5654.034382888145,67.67174368200298,74.0730746903362
Uranus_pt_mpt_13b_lg_0_Jiangsu,Uranus,2020-04-06,pt_mpt_13b_lg,0,Jiangsu,constructed_pending_independent_verification,11521,3.7150092124938965,4330.498939416662,1238.998130577078,3091.5008088395844,2477.996261154156,28.610978732717957,0.0,2477.996261154156,1852.5026782625064,4330.498939416662,28.610978732717562,28.610978732718806
Uranus_pt_mpt_13b_lg_0_Gansu,Uranus,2020-04-06,pt_mpt_13b_lg,0,Gansu,constructed_pending_independent_verification,11521,3.7168898582458496,3781.4757631218235,1185.618069060918,2595.8576940609055,2371.236138121836,31.353316623722662,0.0,2371.236138121836,1410.2396249999874,3781.4757631218235,31.353316623721916,31.563817537202077
Uranus_pt_mpt_13b_lg_0_Guizhou,Uranus,2020-04-06,pt_mpt_13b_lg,0,Guizhou,constructed_pending_independent_verification,11521,3.729330062866211,4020.0446680183086,1127.7899090091523,2892.2547590091563,2255.57981801829,28.054163626124563,0.0,2255.5798180183046,1764.464850000004,4020.0446680183086,28.05416362612423,28.05416362612565
Uranus_pt_mpt_13b_lg_6_Jiangsu,Uranus,2020-04-06,pt_mpt_13b_lg,6,Jiangsu,constructed_pending_independent_verification,11521,12.204499006271362,20230.895653779415,12003.886147588542,8227.009506190872,-6312.773402059829,59.33442766458067,15160.272848618464,8847.49944655862,11383.396207220794,5070.6228051609505,57.53116095247308,59.34304095896587
Uranus_pt_mpt_13b_lg_6_Gansu,Uranus,2020-04-06,pt_mpt_13b_lg,6,Gansu,constructed_pending_independent_verification,11521,11.351567029953003,18898.01140748529,12323.921655998201,6574.0897514870885,-5631.96074702582,65.21279615228106,15139.902029511111,9507.941282485292,9390.070124999998,3758.1093779741786,63.51190289635753,65.21652785103828
Uranus_pt_mpt_13b_lg_6_Guizhou,Uranus,2020-04-06,pt_mpt_13b_lg,6,Guizhou,constructed_pending_independent_verification,11521,12.488781929016113,19312.46806463698,11244.63344166729,8067.834622969691,-6387.124754060496,58.22473546121904,14438.195818697539,8051.071064637043,11261.396999999939,4874.272245939443,56.63466017283232,58.229670016467324
Uranus_pt_mpt_13b_lg_24_Jiangsu,Uranus,2020-04-06,pt_mpt_13b_lg,24,Jiangsu,constructed_pending_independent_verification,11521,27.765254259109497,27524.596085164943,16773.255138815905,10751.340946349039,-10834.039855891766,60.93915088496526,22190.27506676178,11356.235210870029,16168.360874294915,5334.321018403163,53.242688486304736,66.4365226772139
Uranus_pt_mpt_13b_lg_24_Gansu,Uranus,2020-04-06,pt_mpt_13b_lg,24,Gansu,constructed_pending_independent_verification,11521,31.125487804412842,25977.600213288417,18225.055830754638,7752.544382533779,-7650.063734932424,70.15681079513999,22050.087698220857,14400.023963288419,11577.576249999998,3927.5125150675594,60.250165155795464,75.99259545520725
Uranus_pt_mpt_13b_lg_24_Guizhou,Uranus,2020-04-06,pt_mpt_13b_lg,24,Guizhou,constructed_pending_independent_verification,11521,29.252038717269897,26857.7014752853,15947.799060514422,10909.902414770877,-11364.614770458036,59.37886782750092,21630.10644574344,10265.491675285404,16592.209799999895,5227.595029541859,52.859733739081214,64.32064695407145
