active_gpus,gpu_cap_w,relative_reference_time_allowance,rounding_only_additional_time_margin_s,rounding_only_additional_energy_margin_j,nominal_energy_reduction_pct,rounding_only_energy_reduction_lower_pct,mean_candidate_passes_rounding_and_zero_overhead_screen,is_reference
2,100,0.2,-207.1850,-77850.000,-42.68948118898760557200833610,-42.69613623275838429264814760,False,False
2,110,0.2,-109.9550,-34050.000,-18.66842162992212350553910280,-18.67441796692900430526229190,False,False
2,120,0.2,-66.9950,-16550.000,-9.070966326642535921904135100,-9.076699481723201798886664700,False,False
2,130,0.2,-31.6250,-2380.000,-1.299769661072721289897992800,-1.305289713987989140867085300,False,False
2,140,0.2,-13.0050,3440.000,1.892069759789404409345179340,1.886637233663312035538980450,False,False
2,150,0.2,-0.1250,6630.000,3.641548755072940660304924870,3.636164203252255463844023360,False,False
2,160,0.2,9.5650,8280.000,4.546451683667873203904793240,4.541091946143088271588011080,True,False
2,170,0.2,17.4150,9190.000,5.045519359438411758253811560,5.040173307373790001919543700,True,False
2,180,0.2,23.2250,9890.000,5.429417571569595261599210270,5.424082046782022102174568790,True,False
2,190,0.2,27.9050,8950.000,4.913897115279148842821103430,4.908547453862396138974963670,True,False
2,200,0.2,32.1950,8350.000,4.584841504880991554239333110,4.579482820083911481613513590,True,False
2,210,0.2,35.4250,7260.000,3.987057145991005813315783700,3.981682068719664354073545950,True,False
2,220,0.2,36.9850,5300.000,2.912142152023692003948667320,2.906737598376614473359475690,True,False
2,230,0.2,40.0850,4260.000,2.341779094000219370406932100,2.336358899827241067266295550,True,False
2,240,0.2,41.9050,2500.000,1.376549303498957990567072500,1.371102640743686072339375330,True,False
2,250,0.2,43.9750,1420.000,0.7842492047822748711198859300,0.7787862999424136890887651800,True,False
2,260,0.2,45.6850,0,0,0,True,True
2,100,0.5,-138.6575,-77850.000,-42.68948118898760557200833610,-42.69613623275838429264814760,False,False
2,110,0.5,-41.4275,-34050.000,-18.66842162992212350553910280,-18.67441796692900430526229190,False,False
2,120,0.5,1.5325,-16550.000,-9.070966326642535921904135100,-9.076699481723201798886664700,False,False
2,130,0.5,36.9025,-2380.000,-1.299769661072721289897992800,-1.305289713987989140867085300,False,False
2,140,0.5,55.5225,3440.000,1.892069759789404409345179340,1.886637233663312035538980450,True,False
2,150,0.5,68.4025,6630.000,3.641548755072940660304924870,3.636164203252255463844023360,True,False
2,160,0.5,78.0925,8280.000,4.546451683667873203904793240,4.541091946143088271588011080,True,False
2,170,0.5,85.9425,9190.000,5.045519359438411758253811560,5.040173307373790001919543700,True,False
2,180,0.5,91.7525,9890.000,5.429417571569595261599210270,5.424082046782022102174568790,True,False
2,190,0.5,96.4325,8950.000,4.913897115279148842821103430,4.908547453862396138974963670,True,False
2,200,0.5,100.7225,8350.000,4.584841504880991554239333110,4.579482820083911481613513590,True,False
2,210,0.5,103.9525,7260.000,3.987057145991005813315783700,3.981682068719664354073545950,True,False
2,220,0.5,105.5125,5300.000,2.912142152023692003948667320,2.906737598376614473359475690,True,False
2,230,0.5,108.6125,4260.000,2.341779094000219370406932100,2.336358899827241067266295550,True,False
2,240,0.5,110.4325,2500.000,1.376549303498957990567072500,1.371102640743686072339375330,True,False
2,250,0.5,112.5025,1420.000,0.7842492047822748711198859300,0.7787862999424136890887651800,True,False
2,260,0.5,114.2125,0,0,0,True,True
