province,export,ai_share,W,case,total_cost,investment,new_coal,new_ocgt,new_batt_mw,emissions_t,curtail_rate,ai_mwh,export_mwh,import_mwh
Guizhou,True,0.2,6,S0b,70774249.56928407,0.0,0.0,0.0,-0.0,2578432.02109881,0.0009405493739255638,551652.1198644249,1209600.0,0.0
Guizhou,True,0.2,6,S1,71240877.25476289,0.0,0.0,0.0,-0.0,2595467.224698829,9.4562092847575e-06,568462.4519167554,1209600.0,0.0
Guizhou,True,0.2,6,S2,70454283.78928673,0.0,0.0,0.0,-0.0,2566725.343057426,0.0,540568.7244635178,1209600.0,0.0
Guizhou,True,0.2,24,NOAI,55737211.59441539,0.0,0.0,0.0,0.0,2029927.660566518,0.06588897060931023,0.0,1209600.0,0.0
Guizhou,True,0.2,24,S0,78160919.08546698,0.0,0.0,0.0,-0.0,2848321.904121498,0.0,813883.0337315925,1209600.0,0.0
Guizhou,True,0.2,24,S0b,70774249.56928407,0.0,0.0,0.0,-0.0,2578432.02109881,0.0009405493739255638,551652.1198644249,1209600.0,0.0
Guizhou,True,0.2,24,S1,71240877.25476292,0.0,0.0,0.0,-0.0,2595467.224698829,9.4562092847575e-06,568462.4519167554,1209600.0,0.0
Guizhou,True,0.2,24,S2,70454283.78928669,0.0,0.0,0.0,-0.0,2566725.343057426,0.0,540568.7244635178,1209600.0,0.0
Guizhou,True,0.2,72,NOAI,55737211.59441539,0.0,0.0,0.0,0.0,2029927.660566518,0.06588897060931023,0.0,1209600.0,0.0
Guizhou,True,0.2,72,S0,78160919.08546698,0.0,0.0,0.0,-0.0,2848321.904121498,0.0,813883.0337315925,1209600.0,0.0
Guizhou,True,0.2,72,S0b,70774249.56928405,0.0,0.0,0.0,-0.0,2578432.02109881,0.0009405493739255646,551652.1198644249,1209600.0,0.0
Guizhou,True,0.2,72,S1,71240877.25476293,0.0,0.0,0.0,-0.0,2595467.22469883,9.4562092847575e-06,568462.4519167554,1209600.0,0.0
Guizhou,True,0.2,72,S2,70454283.78928675,0.0,0.0,0.0,-0.0,2566725.343057427,0.0,540568.7244635179,1209600.0,0.0
Guizhou,False,0.05,6,NOAI,64459649.69038804,0.0,0.0,0.0,0.0,2230262.65179078,0.39670746312770766,0.0,0.0,0.0
