workload,tariff_assumption,deadline_window_h_assumption,utilization_assumption,idle_power_ratio_assumption,max_response_fraction,commitment_MW,minimum_cost_CNY_scenario,outside_option_cost_CNY_scenario,opportunity_cost_CNY_scenario,marginal_cost_CNY_per_MW_event_scenario,is_measured_tariff,is_market_equilibrium,maximum_work_error
infer_llama_8b_48g,event_expensive,8,0.9,0.2,1.0,0.007321806486486487,83.34240081081082,82.56264000000002,0.7797608108107994,2271.574014221076,False,False,1.1102230246251565e-16
infer_llama_8b_32g,flat,1,0.9,0.2,0.0,0.0,50.81010000000002,50.81010000000002,0.0,-0.0,False,False,1.1102230246251565e-16
infer_llama_8b_32g,flat,1,0.9,0.2,0.25,0.0005941524999999992,50.81010000000002,50.81010000000002,0.0,-0.0,False,False,1.1102230246251565e-16
infer_llama_8b_32g,flat,1,0.9,0.2,0.5,0.0011883049999999984,50.81010000000002,50.81010000000002,0.0,-0.0,False,False,1.1102230246251565e-16
infer_llama_8b_32g,flat,1,0.9,0.2,0.75,0.0017824574999999977,50.81010000000002,50.81010000000002,0.0,-0.0,False,False,1.1102230246251565e-16
infer_llama_8b_32g,flat,1,0.9,0.2,1.0,0.002376609999999997,50.81010000000002,50.81010000000002,0.0,-0.0,False,False,1.1102230246251565e-16
infer_llama_8b_32g,flat,4,0.9,0.2,0.0,0.0,50.81010000000001,50.81010000000002,-7.105427357601002e-15,-0.0,False,False,4.440892098500626e-16
infer_llama_8b_32g,flat,4,0.9,0.2,0.25,0.0012203010810810813,50.81010000000001,50.81010000000002,-7.105427357601002e-15,-0.0,False,False,4.440892098500626e-16
infer_llama_8b_32g,flat,4,0.9,0.2,0.5,0.0024406021621621627,50.81010000000003,50.81010000000002,7.105427357601002e-15,2.7880583518610526e-12,False,False,4.440892098500626e-16
infer_llama_8b_32g,flat,4,0.9,0.2,0.75,0.003660903243243244,51.32180243840659,50.81010000000002,0.5117024384065729,1297.0822281167088,False,False,1.1102230246251565e-16
infer_llama_8b_32g,flat,4,0.9,0.2,1.0,0.004881204324324325,55.35233351351354,50.81010000000002,4.542233513513523,11235.940530058302,False,False,3.552713678800501e-15
infer_llama_8b_32g,flat,8,0.9,0.2,0.0,0.0,50.81010000000002,50.81010000000002,0.0,-0.0,False,False,3.3306690738754696e-16
infer_llama_8b_32g,flat,8,0.9,0.2,0.25,0.001220301081081081,50.81010000000002,50.81010000000002,0.0,-0.0,False,False,3.3306690738754696e-16
infer_llama_8b_32g,flat,8,0.9,0.2,0.5,0.002440602162162162,50.81010000000002,50.81010000000002,0.0,2.0935555263965713e-12,False,False,7.771561172376096e-16
infer_llama_8b_32g,flat,8,0.9,0.2,0.75,0.0036609032432432425,51.3218024384066,50.81010000000002,0.51170243840658,1297.0822281166966,False,False,2.3314683517128287e-15
infer_llama_8b_32g,flat,8,0.9,0.2,1.0,0.004881204324324324,55.352333513513535,50.81010000000002,4.542233513513516,11235.940530058368,False,False,2.9976021664879227e-15
infer_llama_8b_32g,event_cheap,1,0.9,0.2,0.0,0.0,57.58478000000002,57.58478000000001,1.4210854715202004e-14,-0.0,False,False,1.1102230246251565e-16
infer_llama_8b_32g,event_cheap,1,0.9,0.2,0.25,0.0005941524999999992,57.58478000000002,57.58478000000001,1.4210854715202004e-14,-0.0,False,False,1.1102230246251565e-16
infer_llama_8b_32g,event_cheap,1,0.9,0.2,0.5,0.0011883049999999984,57.58478000000002,57.58478000000001,1.4210854715202004e-14,-0.0,False,False,1.1102230246251565e-16
infer_llama_8b_32g,event_cheap,1,0.9,0.2,0.75,0.0017824574999999977,57.58478000000002,57.58478000000001,1.4210854715202004e-14,-0.0,False,False,1.1102230246251565e-16
