time,cluster,gpus_in_use
2020-04-08 21:00:00,Uranus,2272.0
2020-04-08 22:00:00,Uranus,2227.0
2020-04-08 23:00:00,Uranus,2070.0
2020-04-09 00:00:00,Uranus,1997.0
2020-04-09 01:00:00,Uranus,1994.0
2020-04-09 02:00:00,Uranus,1839.0
2020-04-09 03:00:00,Uranus,1928.0
2020-04-09 04:00:00,Uranus,1907.0
2020-04-09 05:00:00,Uranus,1792.0
2020-04-09 06:00:00,Uranus,1802.0
2020-04-09 07:00:00,Uranus,1763.0
2020-04-09 08:00:00,Uranus,1740.0
2020-04-09 09:00:00,Uranus,1851.0
2020-04-09 10:00:00,Uranus,2193.0
2020-04-09 11:00:00,Uranus,2790.0
2020-04-09 12:00:00,Uranus,1969.0
2020-04-09 13:00:00,Uranus,2037.0
2020-04-09 14:00:00,Uranus,2693.0
2020-04-09 15:00:00,Uranus,2981.0
2020-04-09 16:00:00,Uranus,2545.0
2020-04-09 17:00:00,Uranus,2458.0
2020-04-09 18:00:00,Uranus,2265.0
2020-04-09 19:00:00,Uranus,2455.0
2020-04-09 20:00:00,Uranus,2390.0
2020-04-09 21:00:00,Uranus,2425.0
2020-04-09 22:00:00,Uranus,2151.0
2020-04-09 23:00:00,Uranus,2481.0
2020-04-10 00:00:00,Uranus,2125.0
2020-04-10 01:00:00,Uranus,2090.0
2020-04-10 02:00:00,Uranus,2019.0
2020-04-10 03:00:00,Uranus,2036.0
2020-04-10 04:00:00,Uranus,2033.0
2020-04-10 05:00:00,Uranus,1920.0
2020-04-10 06:00:00,Uranus,1840.0
2020-04-10 07:00:00,Uranus,1840.0
2020-04-10 08:00:00,Uranus,1719.0
2020-04-10 09:00:00,Uranus,1964.0
2020-04-10 10:00:00,Uranus,2187.0
2020-04-10 11:00:00,Uranus,2536.0
2020-04-10 12:00:00,Uranus,2310.0
2020-04-10 13:00:00,Uranus,2574.0
2020-04-10 14:00:00,Uranus,2381.0
2020-04-10 15:00:00,Uranus,2624.0
2020-04-10 16:00:00,Uranus,2644.0
2020-04-10 17:00:00,Uranus,2772.0
2020-04-10 18:00:00,Uranus,2200.0
2020-04-10 19:00:00,Uranus,2168.0
2020-04-10 20:00:00,Uranus,2475.0
2020-04-10 21:00:00,Uranus,3521.0
2020-04-10 22:00:00,Uranus,2342.0
2020-04-10 23:00:00,Uranus,1997.0
2020-04-11 00:00:00,Uranus,2038.0
2020-04-11 01:00:00,Uranus,2089.0
2020-04-11 02:00:00,Uranus,2103.0
2020-04-11 03:00:00,Uranus,2267.0
2020-04-11 04:00:00,Uranus,2246.0
2020-04-11 05:00:00,Uranus,2276.0
2020-04-11 06:00:00,Uranus,1798.0
2020-04-11 07:00:00,Uranus,1788.0
2020-04-11 08:00:00,Uranus,1789.0
2020-04-11 09:00:00,Uranus,1593.0
2020-04-11 10:00:00,Uranus,1722.0
2020-04-11 11:00:00,Uranus,1951.0
2020-04-11 12:00:00,Uranus,1917.0
2020-04-11 13:00:00,Uranus,2206.0
2020-04-11 14:00:00,Uranus,2173.0
2020-04-11 15:00:00,Uranus,2116.0
2020-04-11 16:00:00,Uranus,2346.0
2020-04-11 17:00:00,Uranus,2188.0
2020-04-11 18:00:00,Uranus,2224.0
2020-04-11 19:00:00,Uranus,2740.0
2020-04-11 20:00:00,Uranus,2697.0
2020-04-11 21:00:00,Uranus,2575.0
2020-04-11 22:00:00,Uranus,2770.0
2020-04-11 23:00:00,Uranus,2482.0
2020-04-12 00:00:00,Uranus,2053.0
2020-04-12 01:00:00,Uranus,1790.0
2020-04-12 02:00:00,Uranus,1720.0
2020-04-12 03:00:00,Uranus,1817.0
2020-04-12 04:00:00,Uranus,1840.0
2020-04-12 05:00:00,Uranus,1646.0
2020-04-12 06:00:00,Uranus,1659.0
2020-04-12 07:00:00,Uranus,1689.0
2020-04-12 08:00:00,Uranus,1711.0
2020-04-12 09:00:00,Uranus,1704.0
2020-04-12 10:00:00,Uranus,1984.0
2020-04-12 11:00:00,Uranus,2318.0
2020-04-12 12:00:00,Uranus,1983.0
2020-04-12 13:00:00,Uranus,2045.0
2020-04-12 14:00:00,Uranus,1992.0
2020-04-12 15:00:00,Uranus,2067.0
2020-04-12 16:00:00,Uranus,2088.0
2020-04-12 17:00:00,Uranus,2324.0
2020-04-12 18:00:00,Uranus,1977.0
2020-04-12 19:00:00,Uranus,1807.0
2020-04-12 20:00:00,Uranus,2054.0
2020-04-12 21:00:00,Uranus,1701.0
2020-04-12 22:00:00,Uranus,1966.0
2020-04-12 23:00:00,Uranus,1871.0
2020-04-13 00:00:00,Uranus,1795.0
2020-04-13 01:00:00,Uranus,1719.0
2020-04-13 02:00:00,Uranus,1847.0
2020-04-13 03:00:00,Uranus,2066.0
2020-04-13 04:00:00,Uranus,1690.0
2020-04-13 05:00:00,Uranus,1598.0
2020-04-13 06:00:00,Uranus,1559.0
2020-04-13 07:00:00,Uranus,1488.0
2020-04-13 08:00:00,Uranus,1686.0
2020-04-13 09:00:00,Uranus,1767.0
2020-04-13 10:00:00,Uranus,2265.0
2020-04-13 11:00:00,Uranus,2384.0
2020-04-13 12:00:00,Uranus,2464.0
2020-04-13 13:00:00,Uranus,2551.0
2020-04-13 14:00:00,Uranus,2588.0
2020-04-13 15:00:00,Uranus,2576.0
2020-04-13 16:00:00,Uranus,2582.0
2020-04-13 17:00:00,Uranus,2816.0
2020-04-13 18:00:00,Uranus,2372.0
2020-04-13 19:00:00,Uranus,2785.0
2020-04-13 20:00:00,Uranus,2646.0
2020-04-13 21:00:00,Uranus,2935.0
2020-04-13 22:00:00,Uranus,2708.0
2020-04-13 23:00:00,Uranus,2693.0
2020-04-14 00:00:00,Uranus,2436.0
2020-04-14 01:00:00,Uranus,2433.0
2020-04-14 02:00:00,Uranus,2179.0
2020-04-14 03:00:00,Uranus,2269.0
2020-04-14 04:00:00,Uranus,2290.0
2020-04-14 05:00:00,Uranus,2157.0
2020-04-14 06:00:00,Uranus,2079.0
2020-04-14 07:00:00,Uranus,1890.0
2020-04-14 08:00:00,Uranus,1896.0
2020-04-14 09:00:00,Uranus,2330.0
2020-04-14 10:00:00,Uranus,1946.0
2020-04-14 11:00:00,Uranus,2889.0
2020-04-14 12:00:00,Uranus,2289.0
2020-04-14 13:00:00,Uranus,2085.0
2020-04-14 14:00:00,Uranus,2174.0
2020-04-14 15:00:00,Uranus,2565.0
2020-04-14 16:00:00,Uranus,2659.0
2020-04-14 17:00:00,Uranus,2462.0
2020-04-14 18:00:00,Uranus,2519.0
2020-04-14 19:00:00,Uranus,2955.0
2020-04-14 20:00:00,Uranus,2407.0
2020-04-14 21:00:00,Uranus,2593.0
2020-04-14 22:00:00,Uranus,2395.0
2020-04-14 23:00:00,Uranus,2462.0
2020-04-15 00:00:00,Uranus,2051.0
2020-04-15 01:00:00,Uranus,1954.0
2020-04-15 02:00:00,Uranus,1952.0
2020-04-15 03:00:00,Uranus,1872.0
2020-04-15 04:00:00,Uranus,1978.0
2020-04-15 05:00:00,Uranus,1977.0
2020-04-15 06:00:00,Uranus,1922.0
2020-04-15 07:00:00,Uranus,1947.0
2020-04-15 08:00:00,Uranus,1998.0
2020-04-15 09:00:00,Uranus,2253.0
2020-04-15 10:00:00,Uranus,2045.0
2020-04-15 11:00:00,Uranus,2394.0
2020-04-15 12:00:00,Uranus,2373.0
2020-04-15 13:00:00,Uranus,2325.0
2020-04-15 14:00:00,Uranus,2741.0
2020-04-15 15:00:00,Uranus,2322.0
2020-04-15 16:00:00,Uranus,2626.0
2020-04-15 17:00:00,Uranus,2409.0
2020-04-15 18:00:00,Uranus,2307.0
2020-04-15 19:00:00,Uranus,2263.0
2020-04-15 20:00:00,Uranus,2391.0
2020-04-15 21:00:00,Uranus,2676.0
2020-04-15 22:00:00,Uranus,2417.0
2020-04-15 23:00:00,Uranus,2100.0
2020-04-16 00:00:00,Uranus,2186.0
2020-04-16 01:00:00,Uranus,1961.0
2020-04-16 02:00:00,Uranus,2079.0
2020-04-16 03:00:00,Uranus,1903.0
2020-04-16 04:00:00,Uranus,1881.0
2020-04-16 05:00:00,Uranus,1866.0
2020-04-16 06:00:00,Uranus,1819.0
2020-04-16 07:00:00,Uranus,1827.0
2020-04-16 08:00:00,Uranus,1960.0
2020-04-16 09:00:00,Uranus,2003.0
2020-04-16 10:00:00,Uranus,2004.0
2020-04-16 11:00:00,Uranus,2212.0
2020-04-16 12:00:00,Uranus,2455.0
2020-04-16 13:00:00,Uranus,2430.0
2020-04-16 14:00:00,Uranus,2151.0
2020-04-16 15:00:00,Uranus,2133.0
2020-04-16 16:00:00,Uranus,2222.0
2020-04-16 17:00:00,Uranus,2250.0
2020-04-16 18:00:00,Uranus,2131.0
2020-04-16 19:00:00,Uranus,2338.0
2020-04-16 20:00:00,Uranus,2458.0
2020-04-16 21:00:00,Uranus,2411.0
2020-04-16 22:00:00,Uranus,2391.0
2020-04-16 23:00:00,Uranus,2261.0
2020-04-17 00:00:00,Uranus,2132.0
2020-04-17 01:00:00,Uranus,2131.0
2020-04-17 02:00:00,Uranus,2057.0
2020-04-17 03:00:00,Uranus,1876.0
2020-04-17 04:00:00,Uranus,1845.0
2020-04-17 05:00:00,Uranus,1821.0
2020-04-17 06:00:00,Uranus,1807.0
2020-04-17 07:00:00,Uranus,1813.0
2020-04-17 08:00:00,Uranus,1817.0
2020-04-17 09:00:00,Uranus,2007.0
2020-04-17 10:00:00,Uranus,2211.0
2020-04-17 11:00:00,Uranus,2035.0
2020-04-17 12:00:00,Uranus,1857.0
2020-04-17 13:00:00,Uranus,2134.0
2020-04-17 14:00:00,Uranus,2138.0
2020-04-17 15:00:00,Uranus,2394.0
2020-04-17 16:00:00,Uranus,2669.0
2020-04-17 17:00:00,Uranus,2347.0
2020-04-17 18:00:00,Uranus,2144.0
2020-04-17 19:00:00,Uranus,2113.0
2020-04-17 20:00:00,Uranus,2181.0
2020-04-17 21:00:00,Uranus,2017.0
2020-04-17 22:00:00,Uranus,1972.0
2020-04-17 23:00:00,Uranus,1961.0
2020-04-18 00:00:00,Uranus,1924.0
2020-04-18 01:00:00,Uranus,2110.0
2020-04-18 02:00:00,Uranus,2002.0
2020-04-18 03:00:00,Uranus,1992.0
2020-04-18 04:00:00,Uranus,2057.0
2020-04-18 05:00:00,Uranus,1888.0
2020-04-18 06:00:00,Uranus,1906.0
2020-04-18 07:00:00,Uranus,1842.0
2020-04-18 08:00:00,Uranus,1970.0
2020-04-18 09:00:00,Uranus,1953.0
2020-04-18 10:00:00,Uranus,1950.0
2020-04-18 11:00:00,Uranus,2019.0
2020-04-18 12:00:00,Uranus,2099.0
2020-04-18 13:00:00,Uranus,2045.0
2020-04-18 14:00:00,Uranus,2044.0
2020-04-18 15:00:00,Uranus,2270.0
2020-04-18 16:00:00,Uranus,1942.0
2020-04-18 17:00:00,Uranus,2058.0
2020-04-18 18:00:00,Uranus,1980.0
2020-04-18 19:00:00,Uranus,2003.0
2020-04-18 20:00:00,Uranus,2019.0
2020-04-18 21:00:00,Uranus,1998.0
2020-04-18 22:00:00,Uranus,2037.0
2020-04-18 23:00:00,Uranus,2106.0
2020-04-19 00:00:00,Uranus,2051.0
2020-04-19 01:00:00,Uranus,1912.0
2020-04-19 02:00:00,Uranus,1951.0
2020-04-19 03:00:00,Uranus,1917.0
2020-04-19 04:00:00,Uranus,1857.0
2020-04-19 05:00:00,Uranus,1829.0
2020-04-19 06:00:00,Uranus,1861.0
2020-04-19 07:00:00,Uranus,1869.0
2020-04-19 08:00:00,Uranus,1869.0
2020-04-19 09:00:00,Uranus,1869.0
2020-04-19 10:00:00,Uranus,2107.0
2020-04-19 11:00:00,Uranus,1971.0
2020-04-19 12:00:00,Uranus,2020.0
2020-04-19 13:00:00,Uranus,2028.0
2020-04-19 14:00:00,Uranus,1869.0
2020-04-19 15:00:00,Uranus,2009.0
2020-04-19 16:00:00,Uranus,2071.0
2020-04-19 17:00:00,Uranus,2263.0
2020-04-19 18:00:00,Uranus,2025.0
2020-04-19 19:00:00,Uranus,1951.0
2020-04-19 20:00:00,Uranus,2009.0
2020-04-19 21:00:00,Uranus,1918.0
2020-04-19 22:00:00,Uranus,2147.0
2020-04-19 23:00:00,Uranus,1925.0
2020-04-20 00:00:00,Uranus,1936.0
2020-04-20 01:00:00,Uranus,1856.0
2020-04-20 02:00:00,Uranus,1807.0
2020-04-20 03:00:00,Uranus,1724.0
2020-04-20 04:00:00,Uranus,1710.0
2020-04-20 05:00:00,Uranus,1658.0
2020-04-20 06:00:00,Uranus,1676.0
2020-04-20 07:00:00,Uranus,1664.0
2020-04-20 08:00:00,Uranus,1614.0
2020-04-20 09:00:00,Uranus,1994.0
2020-04-20 10:00:00,Uranus,2120.0
2020-04-20 11:00:00,Uranus,1996.0
2020-04-20 12:00:00,Uranus,2227.0
2020-04-20 13:00:00,Uranus,2294.0
2020-04-20 14:00:00,Uranus,2224.0
2020-04-20 15:00:00,Uranus,2299.0
2020-04-20 16:00:00,Uranus,2239.0
2020-04-20 17:00:00,Uranus,2331.0
2020-04-20 18:00:00,Uranus,2426.0
2020-04-20 19:00:00,Uranus,2208.0
2020-04-20 20:00:00,Uranus,2232.0
2020-04-20 21:00:00,Uranus,2241.0
2020-04-20 22:00:00,Uranus,2145.0
2020-04-20 23:00:00,Uranus,2110.0
2020-04-21 00:00:00,Uranus,2007.0
2020-04-21 01:00:00,Uranus,1966.0
2020-04-21 02:00:00,Uranus,1887.0
2020-04-21 03:00:00,Uranus,1850.0
2020-04-21 04:00:00,Uranus,1956.0
2020-04-21 05:00:00,Uranus,1859.0
2020-04-21 06:00:00,Uranus,1850.0
2020-04-21 07:00:00,Uranus,1776.0
2020-04-21 08:00:00,Uranus,1881.0
2020-04-21 09:00:00,Uranus,1929.0
2020-04-21 10:00:00,Uranus,2385.0
2020-04-21 11:00:00,Uranus,2374.0
2020-04-21 12:00:00,Uranus,2183.0
2020-04-21 13:00:00,Uranus,2742.0
2020-04-21 14:00:00,Uranus,2487.0
2020-04-21 15:00:00,Uranus,2664.0
2020-04-21 16:00:00,Uranus,2840.0
2020-04-21 17:00:00,Uranus,2648.0
2020-04-21 18:00:00,Uranus,2325.0
2020-04-21 19:00:00,Uranus,2366.0
2020-04-21 20:00:00,Uranus,2264.0
2020-04-21 21:00:00,Uranus,2467.0
2020-04-21 22:00:00,Uranus,2334.0
2020-04-21 23:00:00,Uranus,2210.0
2020-04-22 00:00:00,Uranus,2244.0
2020-04-22 01:00:00,Uranus,2165.0
2020-04-22 02:00:00,Uranus,2099.0
2020-04-22 03:00:00,Uranus,1957.0
2020-04-22 04:00:00,Uranus,1936.0
2020-04-22 05:00:00,Uranus,2068.0
2020-04-22 06:00:00,Uranus,2048.0
2020-04-22 07:00:00,Uranus,1952.0
2020-04-22 08:00:00,Uranus,1962.0
2020-04-22 09:00:00,Uranus,2227.0
2020-04-22 10:00:00,Uranus,2455.0
2020-04-22 11:00:00,Uranus,2165.0
2020-04-22 12:00:00,Uranus,2136.0
2020-04-22 13:00:00,Uranus,2606.0
2020-04-22 14:00:00,Uranus,2463.0
2020-04-22 15:00:00,Uranus,2378.0
2020-04-22 16:00:00,Uranus,2705.0
2020-04-22 17:00:00,Uranus,2273.0
2020-04-22 18:00:00,Uranus,2081.0
2020-04-22 19:00:00,Uranus,2094.0
2020-04-22 20:00:00,Uranus,2276.0
2020-04-22 21:00:00,Uranus,2369.0
2020-04-22 22:00:00,Uranus,2323.0
2020-04-22 23:00:00,Uranus,2153.0
2020-04-23 00:00:00,Uranus,2137.0
2020-04-23 01:00:00,Uranus,2039.0
2020-04-23 02:00:00,Uranus,1999.0
2020-04-23 03:00:00,Uranus,1886.0
2020-04-23 04:00:00,Uranus,1917.0
2020-04-23 05:00:00,Uranus,1901.0
2020-04-23 06:00:00,Uranus,1865.0
2020-04-23 07:00:00,Uranus,1879.0
2020-04-23 08:00:00,Uranus,1846.0
2020-04-23 09:00:00,Uranus,2030.0
2020-04-23 10:00:00,Uranus,2185.0
2020-04-23 11:00:00,Uranus,2306.0
2020-04-23 12:00:00,Uranus,2369.0
2020-04-23 13:00:00,Uranus,2458.0
2020-04-23 14:00:00,Uranus,2449.0
2020-04-23 15:00:00,Uranus,2476.0
2020-04-23 16:00:00,Uranus,2222.0
2020-04-23 17:00:00,Uranus,2197.0
2020-04-23 18:00:00,Uranus,2364.0
2020-04-23 19:00:00,Uranus,2131.0
2020-04-23 20:00:00,Uranus,2162.0
2020-04-23 21:00:00,Uranus,2206.0
2020-04-23 22:00:00,Uranus,2340.0
2020-04-23 23:00:00,Uranus,2076.0
2020-04-24 00:00:00,Uranus,1981.0
2020-04-24 01:00:00,Uranus,2107.0
2020-04-24 02:00:00,Uranus,1960.0
2020-04-24 03:00:00,Uranus,1893.0
2020-04-24 04:00:00,Uranus,1899.0
2020-04-24 05:00:00,Uranus,1763.0
2020-04-24 06:00:00,Uranus,1778.0
2020-04-24 07:00:00,Uranus,1771.0
2020-04-24 08:00:00,Uranus,1689.0
2020-04-24 09:00:00,Uranus,2059.0
2020-04-24 10:00:00,Uranus,1941.0
2020-04-24 11:00:00,Uranus,2033.0
2020-04-24 12:00:00,Uranus,2230.0
2020-04-24 13:00:00,Uranus,2094.0
2020-04-24 14:00:00,Uranus,2268.0
2020-04-24 15:00:00,Uranus,2086.0
2020-04-24 16:00:00,Uranus,2313.0
2020-04-24 17:00:00,Uranus,2215.0
2020-04-24 18:00:00,Uranus,2290.0
2020-04-24 19:00:00,Uranus,2414.0
2020-04-24 20:00:00,Uranus,2200.0
2020-04-24 21:00:00,Uranus,1897.0
2020-04-24 22:00:00,Uranus,2182.0
2020-04-24 23:00:00,Uranus,1949.0
2020-04-25 00:00:00,Uranus,1758.0
2020-04-25 01:00:00,Uranus,1717.0
2020-04-25 02:00:00,Uranus,1639.0
2020-04-25 03:00:00,Uranus,1635.0
2020-04-25 04:00:00,Uranus,1589.0
2020-04-25 05:00:00,Uranus,1467.0
2020-04-25 06:00:00,Uranus,1453.0
2020-04-25 07:00:00,Uranus,1463.0
2020-04-25 08:00:00,Uranus,1436.0
2020-04-25 09:00:00,Uranus,1493.0
2020-04-25 10:00:00,Uranus,1807.0
2020-04-25 11:00:00,Uranus,1510.0
2020-04-25 12:00:00,Uranus,1562.0
2020-04-25 13:00:00,Uranus,2815.0
2020-04-25 14:00:00,Uranus,1647.0
2020-04-25 15:00:00,Uranus,1867.0
2020-04-25 16:00:00,Uranus,1926.0
2020-04-25 17:00:00,Uranus,1951.0
2020-04-25 18:00:00,Uranus,1802.0
2020-04-25 19:00:00,Uranus,1700.0
2020-04-25 20:00:00,Uranus,1762.0
2020-04-25 21:00:00,Uranus,1946.0
2020-04-25 22:00:00,Uranus,1751.0
2020-04-25 23:00:00,Uranus,1817.0
2020-04-26 00:00:00,Uranus,1884.0
2020-04-26 01:00:00,Uranus,1909.0
2020-04-26 02:00:00,Uranus,1796.0
2020-04-26 03:00:00,Uranus,1768.0
2020-04-26 04:00:00,Uranus,1841.0
2020-04-26 05:00:00,Uranus,1649.0
2020-04-26 06:00:00,Uranus,1563.0
2020-04-26 07:00:00,Uranus,1672.0
2020-04-26 08:00:00,Uranus,1549.0
2020-04-26 09:00:00,Uranus,1640.0
2020-04-26 10:00:00,Uranus,1741.0
2020-04-26 11:00:00,Uranus,1985.0
2020-04-26 12:00:00,Uranus,2094.0
2020-04-26 13:00:00,Uranus,2016.0
2020-04-26 14:00:00,Uranus,2326.0
2020-04-26 15:00:00,Uranus,2310.0
2020-04-26 16:00:00,Uranus,2353.0
2020-04-26 17:00:00,Uranus,2207.0
2020-04-26 18:00:00,Uranus,2118.0
2020-04-26 19:00:00,Uranus,2267.0
2020-04-26 20:00:00,Uranus,2894.0
2020-04-26 21:00:00,Uranus,2523.0
2020-04-26 22:00:00,Uranus,2386.0
2020-04-26 23:00:00,Uranus,1868.0
2020-04-27 00:00:00,Uranus,1965.0
2020-04-27 01:00:00,Uranus,1919.0
2020-04-27 02:00:00,Uranus,1820.0
2020-04-27 03:00:00,Uranus,1671.0
2020-04-27 04:00:00,Uranus,1608.0
2020-04-27 05:00:00,Uranus,1852.0
2020-04-27 06:00:00,Uranus,1819.0
2020-04-27 07:00:00,Uranus,1774.0
2020-04-27 08:00:00,Uranus,1768.0
2020-04-27 09:00:00,Uranus,1737.0
2020-04-27 10:00:00,Uranus,2122.0
2020-04-27 11:00:00,Uranus,2041.0
2020-04-27 12:00:00,Uranus,2226.0
2020-04-27 13:00:00,Uranus,2201.0
2020-04-27 14:00:00,Uranus,2268.0
2020-04-27 15:00:00,Uranus,2363.0
2020-04-27 16:00:00,Uranus,2575.0
2020-04-27 17:00:00,Uranus,2509.0
2020-04-27 18:00:00,Uranus,2359.0
2020-04-27 19:00:00,Uranus,2588.0
2020-04-27 20:00:00,Uranus,2778.0
2020-04-27 21:00:00,Uranus,2472.0
2020-04-27 22:00:00,Uranus,2174.0
2020-04-27 23:00:00,Uranus,2076.0
2020-04-28 00:00:00,Uranus,2334.0
2020-04-28 01:00:00,Uranus,2143.0
2020-04-28 02:00:00,Uranus,2140.0
2020-04-28 03:00:00,Uranus,1885.0
2020-04-28 04:00:00,Uranus,1861.0
2020-04-28 05:00:00,Uranus,1821.0
2020-04-28 06:00:00,Uranus,1858.0
2020-04-28 07:00:00,Uranus,1768.0
2020-04-28 08:00:00,Uranus,1803.0
2020-04-28 09:00:00,Uranus,1938.0
2020-04-28 10:00:00,Uranus,2053.0
2020-04-28 11:00:00,Uranus,1972.0
2020-04-28 12:00:00,Uranus,2306.0
2020-04-28 13:00:00,Uranus,2157.0
2020-04-28 14:00:00,Uranus,2208.0
2020-04-28 15:00:00,Uranus,2446.0
2020-04-28 16:00:00,Uranus,2485.0
2020-04-28 17:00:00,Uranus,2342.0
2020-04-28 18:00:00,Uranus,2235.0
2020-04-28 19:00:00,Uranus,2726.0
2020-04-28 20:00:00,Uranus,2571.0
2020-04-28 21:00:00,Uranus,2574.0
2020-04-28 22:00:00,Uranus,2260.0
2020-04-28 23:00:00,Uranus,2032.0
2020-04-29 00:00:00,Uranus,2095.0
2020-04-29 01:00:00,Uranus,1985.0
2020-04-29 02:00:00,Uranus,1909.0
2020-04-29 03:00:00,Uranus,1820.0
2020-04-29 04:00:00,Uranus,1800.0
2020-04-29 05:00:00,Uranus,1765.0
2020-04-29 06:00:00,Uranus,1744.0
2020-04-29 07:00:00,Uranus,1743.0
2020-04-29 08:00:00,Uranus,1910.0
2020-04-29 09:00:00,Uranus,1772.0
2020-04-29 10:00:00,Uranus,2003.0
2020-04-29 11:00:00,Uranus,2055.0
2020-04-29 12:00:00,Uranus,1988.0
2020-04-29 13:00:00,Uranus,2131.0
2020-04-29 14:00:00,Uranus,2525.0
2020-04-29 15:00:00,Uranus,2712.0
2020-04-29 16:00:00,Uranus,2470.0
2020-04-29 17:00:00,Uranus,2296.0
2020-04-29 18:00:00,Uranus,2260.0
2020-04-29 19:00:00,Uranus,2230.0
2020-04-29 20:00:00,Uranus,2162.0
2020-04-29 21:00:00,Uranus,2311.0
2020-04-29 22:00:00,Uranus,2321.0
2020-04-29 23:00:00,Uranus,2176.0
2020-04-30 00:00:00,Uranus,2070.0
2020-04-30 01:00:00,Uranus,1974.0
2020-04-30 02:00:00,Uranus,1842.0
2020-04-30 03:00:00,Uranus,1806.0
2020-04-30 04:00:00,Uranus,1943.0
2020-04-30 05:00:00,Uranus,1778.0
2020-04-30 06:00:00,Uranus,1828.0
2020-04-30 07:00:00,Uranus,1715.0
2020-04-30 08:00:00,Uranus,1696.0
2020-04-30 09:00:00,Uranus,1756.0
2020-04-30 10:00:00,Uranus,2106.0
2020-04-30 11:00:00,Uranus,2316.0
2020-04-30 12:00:00,Uranus,2367.0
2020-04-30 13:00:00,Uranus,2331.0
2020-04-30 14:00:00,Uranus,2310.0
2020-04-30 15:00:00,Uranus,2223.0
2020-04-30 16:00:00,Uranus,2380.0
2020-04-30 17:00:00,Uranus,2220.0
2020-04-30 18:00:00,Uranus,2089.0
2020-04-30 19:00:00,Uranus,2061.0
2020-04-30 20:00:00,Uranus,2047.0
2020-04-30 21:00:00,Uranus,2235.0
2020-04-30 22:00:00,Uranus,2119.0
2020-04-30 23:00:00,Uranus,2097.0
2020-05-01 00:00:00,Uranus,1975.0
2020-05-01 01:00:00,Uranus,2020.0
2020-05-01 02:00:00,Uranus,1940.0
2020-05-01 03:00:00,Uranus,1774.0
2020-05-01 04:00:00,Uranus,1736.0
2020-05-01 05:00:00,Uranus,1713.0
2020-05-01 06:00:00,Uranus,1752.0
2020-05-01 07:00:00,Uranus,1623.0
2020-05-01 08:00:00,Uranus,1783.0
2020-05-01 09:00:00,Uranus,1755.0
2020-05-01 10:00:00,Uranus,1707.0
2020-05-01 11:00:00,Uranus,1959.0
2020-05-01 12:00:00,Uranus,1772.0
2020-05-01 13:00:00,Uranus,1694.0
2020-05-01 14:00:00,Uranus,1690.0
2020-05-01 15:00:00,Uranus,1689.0
2020-05-01 16:00:00,Uranus,1634.0
2020-05-01 17:00:00,Uranus,1882.0
2020-05-01 18:00:00,Uranus,1802.0
2020-05-01 19:00:00,Uranus,1736.0
2020-05-01 20:00:00,Uranus,1732.0
2020-05-01 21:00:00,Uranus,1720.0
2020-05-01 22:00:00,Uranus,1824.0
2020-05-01 23:00:00,Uranus,1800.0
2020-05-02 00:00:00,Uranus,1920.0
2020-05-02 01:00:00,Uranus,1865.0
2020-05-02 02:00:00,Uranus,1743.0
2020-05-02 03:00:00,Uranus,1936.0
2020-05-02 04:00:00,Uranus,1666.0
2020-05-02 05:00:00,Uranus,1541.0
2020-05-02 06:00:00,Uranus,1596.0
2020-05-02 07:00:00,Uranus,1525.0
2020-05-02 08:00:00,Uranus,1506.0
2020-05-02 09:00:00,Uranus,1512.0
2020-05-02 10:00:00,Uranus,1736.0
2020-05-02 11:00:00,Uranus,1770.0
2020-05-02 12:00:00,Uranus,1676.0
2020-05-02 13:00:00,Uranus,1611.0
2020-05-02 14:00:00,Uranus,1726.0
2020-05-02 15:00:00,Uranus,1615.0
2020-05-02 16:00:00,Uranus,1772.0
2020-05-02 17:00:00,Uranus,1564.0
2020-05-02 18:00:00,Uranus,1721.0
2020-05-02 19:00:00,Uranus,1827.0
2020-05-02 20:00:00,Uranus,1698.0
2020-05-02 21:00:00,Uranus,1801.0
2020-05-02 22:00:00,Uranus,1595.0
2020-05-02 23:00:00,Uranus,1724.0
2020-05-03 00:00:00,Uranus,1618.0
2020-05-03 01:00:00,Uranus,1708.0
2020-05-03 02:00:00,Uranus,1793.0
2020-05-03 03:00:00,Uranus,1622.0
2020-05-03 04:00:00,Uranus,1754.0
2020-05-03 05:00:00,Uranus,1670.0
2020-05-03 06:00:00,Uranus,1907.0
2020-05-03 07:00:00,Uranus,1668.0
2020-05-03 08:00:00,Uranus,1660.0
2020-05-03 09:00:00,Uranus,1665.0
2020-05-03 10:00:00,Uranus,1624.0
2020-05-03 11:00:00,Uranus,1786.0
2020-05-03 12:00:00,Uranus,1796.0
2020-05-03 13:00:00,Uranus,1625.0
2020-05-03 14:00:00,Uranus,1756.0
2020-05-03 15:00:00,Uranus,1854.0
2020-05-03 16:00:00,Uranus,2102.0
2020-05-03 17:00:00,Uranus,2100.0
2020-05-03 18:00:00,Uranus,1860.0
2020-05-03 19:00:00,Uranus,1600.0
2020-05-03 20:00:00,Uranus,1616.0
2020-05-03 21:00:00,Uranus,1759.0
2020-05-03 22:00:00,Uranus,1618.0
2020-05-03 23:00:00,Uranus,1701.0
2020-05-04 00:00:00,Uranus,1838.0
2020-05-04 01:00:00,Uranus,1750.0
2020-05-04 02:00:00,Uranus,1621.0
2020-05-04 03:00:00,Uranus,1500.0
2020-05-04 04:00:00,Uranus,1412.0
