province,export,ai_share,slack_mult,slack_base_h,case,total_cost,investment,new_ocgt,new_onwind,new_solar,new_batt_mw,emissions_t,curtail,ai_mwh,import_mwh,export_mwh,s3_compensation_floor_expweek,s3_mean_commitment_mw,peak_2030
Jiangsu,True,0.1,1.0,6.0,S3,538589491.0657821,0.0,0.0,0.0,0.0,-0.0,18806696.800057802,0.0,1563792.766288484,436263.79139380076,1724251.157912631,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,3.0,24.0,NOAI,491561584.2767442,0.0,0.0,0.0,0.0,0.0,17216307.918885738,0.0,0.0,136902.20667221316,2696280.3653082456,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,3.0,24.0,S0,545648302.8636501,0.0,0.0,0.0,0.0,-0.0,19041250.506143987,0.0,1792029.358668859,541868.1159488966,1599262.6764082126,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,3.0,24.0,S0e,534580115.41804963,0.0,0.0,0.0,0.0,-0.0,18672162.42323508,0.0,1431935.9711694298,398305.357624072,1804853.3160910532,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,3.0,24.0,S1,534779475.99496895,0.0,0.0,0.0,0.0,-0.0,18678946.2858561,0.0,1439320.413858061,387640.12098892505,1788848.3714327286,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,3.0,24.0,S2,534534834.182306,0.0,0.0,0.0,0.0,-0.0,18671447.80716128,0.0,1431935.9711694298,382290.5486102061,1797748.1933053364,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,3.0,24.0,S1rt,534542721.8082103,0.0,0.0,0.0,0.0,-0.0,18671510.314690314,0.0,1431935.9711694298,384398.29810238373,1797662.746223187,0.0,0.0,129875.60860937074
Jiangsu,True,0.1,3.0,24.0,S3,534779475.99496895,0.0,0.0,0.0,0.0,-0.0,18678946.2858561,0.0,1439320.413858061,387640.12098892505,1788848.3714327286,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,1.0,6.0,NOAI,491561584.2767442,0.0,0.0,0.0,0.0,0.0,17216307.918885738,0.0,0.0,136902.20667221316,2696280.3653082456,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,1.0,6.0,S0,601061456.9759853,0.0,0.0,0.0,0.0,-0.0,20884394.88793437,0.0,3584058.717337718,1385903.2297479098,652057.3707862928,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,1.0,6.0,S0e,586215425.6293263,0.0,0.0,0.0,0.0,-0.0,20391221.49754274,0.0,3109499.591262012,1075600.9477283526,825387.4995227759,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,1.0,6.0,S1,586767565.27465,0.0,0.0,0.0,0.0,-0.0,20409623.916672077,0.0,3127585.532576968,1080644.6008719157,812851.5194762831,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,1.0,6.0,S2,586184827.7241307,0.0,0.0,0.0,0.0,0.0,20390383.392250482,0.0,3109499.591262012,1060870.716449287,813002.5595816851,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,1.0,6.0,S1rt,586194599.2766603,0.0,0.0,0.0,0.0,0.0,20390612.113009103,0.0,3109499.5912620113,1065146.5004562417,816126.5648240873,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,1.0,6.0,S3,586767565.27465,0.0,0.0,0.0,0.0,-0.0,20409623.916672077,0.0,3127585.532576968,1080644.6008719157,812851.5194762831,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,3.0,24.0,NOAI,491561584.2767442,0.0,0.0,0.0,0.0,0.0,17216307.918885738,0.0,0.0,136902.20667221316,2696280.3653082456,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,3.0,24.0,S0,601061456.9759853,0.0,0.0,0.0,0.0,-0.0,20884394.88793437,0.0,3584058.717337718,1385903.2297479096,652057.3707862927,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,3.0,24.0,S0e,578568609.0570407,0.0,0.0,0.0,0.0,-0.0,20137211.675717037,0.0,2863871.9423388597,935497.3054656526,935114.6154511088,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,3.0,24.0,S1,579006839.5953758,0.0,0.0,0.0,0.0,-0.0,20151830.29766092,0.0,2878640.827716122,932842.7390938821,918428.418412437,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,3.0,24.0,S2,578531149.5608703,0.0,0.0,0.0,0.0,-0.0,20136145.646448426,0.0,2863871.9423388597,917023.9213948477,919098.817302031,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,3.0,24.0,S1rt,578543986.0278618,0.0,0.0,0.0,0.0,-0.0,20136535.036386214,0.0,2863871.9423388597,923619.3440840318,925101.3043648978,0.0,0.0,129875.60860937074
Jiangsu,True,0.2,3.0,24.0,S3,579006839.5953758,0.0,0.0,0.0,0.0,-0.0,20151830.29766092,0.0,2878640.827716122,932842.7390938821,918428.418412437,0.0,0.0,129875.60860937074
Jiangsu,False,0.05,1.0,6.0,NOAI,499516889.4513456,0.0,0.0,0.0,0.0,0.0,17056695.702871963,0.0,0.0,0.0,0.0,0.0,0.0,129875.60860937074
