GEM unit/phase ID,Plant / Project name,province,technology,capacity_mw,Status,start,retired,included_2030,selection_reason
G100000601125,Sanmenxia hydroelectric plant,Henan,conventional storage,400.0,operating,1973.0,,True,operating_or_construction_start_by_2030
G100000601126,Sanxikou hydroelectric plant,Zhejiang,conventional storage,100.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601127,Se'ergu hydroelectric plant,Sichuan,conventional storage,150.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100001051160,Sha'erbulake hydroelectric plant,Xinjiang,conventional storage,50.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100001027186,Shaanxi Baituling hydroelectric plant,Shaanxi,run-of-river,49.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000600756,Shaanxi Fuping hydroelectric plant,Shaanxi,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001027830,Shaanxi Ningshan Pumped Storage Hydroelectric plant,Shaanxi,pumped storage,1800.0,announced,,,False,unknown_start_year_not_imputed
G100000601128,Shaanxi Shahe hydroelectric plant,Shaanxi,pumped storage,1400.0,construction,,,False,unknown_start_year_not_imputed
G100001027832,Shaanxi Shiquan Chengguan Pumped Storage hydroelectric plant,Shaanxi,pumped storage,1000.0,announced,,,False,unknown_start_year_not_imputed
G100001027831,Shaanxi Shiquan Pumped Storage hydroelectric plant,Shaanxi,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100001027834,Shaanxi Shiquan Xihe hydroelectric plant,Shaanxi,run-of-river,180.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001027187,Shaanxi Wenjing hydroelectric plant,Shaanxi,run-of-river,48.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100001027827,Shaanxi Xunyang City Pumped Storage hydroelectric plant,Shaanxi,pumped storage,1400.0,announced,,,False,unknown_start_year_not_imputed
G100001027879,Shaanxi Yang hydroelectric plant,Shaanxi,conventional storage,135.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100001027833,Shaanxi Ziyang Pumped Storage hydroelectric plant,Shaanxi,pumped storage,1000.0,announced,,,False,unknown_start_year_not_imputed
G100000601129,Shaila hydroelectric plant,Sichuan,conventional storage,380.0,announced,,,False,unknown_start_year_not_imputed
G100001027188,Shangjianpo hydroelectric plant,Guizhou,conventional and run-of-river,60.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000601130,Shangli County hydroelectric plant,Jiangxi,pumped storage,300.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001031194,Shangpei hydroelectric plant,Fujian,conventional storage,51.0,operating,1979.0,,True,operating_or_construction_start_by_2030
G100000601131,Shangshe hydroelectric plant,Shanxi,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601132,Shangtongba hydroelectric plant,Sichuan,conventional storage,240.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000604798,Shangyi hydroelectric plant,Hebei,pumped storage,1400.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100001048109,Shangyoujiang hydroelectric plant,Jiangxi,conventional storage,72.0,operating,1957.0,,True,operating_or_construction_start_by_2030
G100000601133,Shangzhi hydroelectric plant,Heilongjiang,pumped storage,1200.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000601134,Shankou hydroelectric plant,Xinjiang,conventional storage,141.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100001031195,Shanmei hydroelectric plant,Fujian,conventional storage,63.0,operating,1995.0,,True,operating_or_construction_start_by_2030
G100000601135,Shanmen Dam hydroelectric plant,Hunan,pumped storage,450.0,announced,,,False,unknown_start_year_not_imputed
G100000601136,Shannipo hydroelectric plant,Guizhou,conventional storage,186.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000601137,Shanping hydroelectric plant,Qinghai,conventional storage,180.0,shelved,,,False,unknown_start_year_not_imputed
G100001051249,Shanshan Pumped Storage hydroelectric plant,Xinjiang,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601138,Shanxi hydroelectric plant,Zhejiang,conventional storage,200.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000601139,Shanxiu hydroelectric plant,Guangxi,run-of-river,78.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000601140,Shanyang hydroelectric plant,Shaanxi,pumped storage,1200.0,construction,,,False,unknown_start_year_not_imputed
G100000601141,Shaoguan Shankou hydroelectric plant,Guangdong,pumped storage,1000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604799,Shaoguan Xinfeng hydroelectric plant,Guangdong,pumped storage,1200.0,pre-construction,2027.0,,False,excluded_status_or_vintage
G100000601142,Shaping hydroelectric plant,Sichuan,run-of-river,162.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601143,Shaping Stage 1 hydroelectric plant,Sichuan,conventional storage,360.0,construction,2025.0,,True,operating_or_construction_start_by_2030
G100000601144,Shaping Stage 2 hydroelectric plant,Sichuan,conventional storage,348.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000601145,Shapotou hydroelectric plant,Ningxia,run-of-river,153.0,operating,2003.0,,True,operating_or_construction_start_by_2030
G100001027189,Shaqian hydroelectric plant,Guizhou,run-of-river,50.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601146,Shatuo hydroelectric plant,Guizhou,conventional storage,1120.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000601147,Shawan hydroelectric plant,Sichuan,conventional storage,480.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601148,Shaxi hydroelectric plant,Sichuan,run-of-river,87.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601149,Shaxikou hydroelectric plant,Fujian,run-of-river,300.0,operating,1990.0,,True,operating_or_construction_start_by_2030
G100000604169,Shenneng Pumped Storage hydroelectric plant,Xinjiang,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601150,Shenxigou hydroelectric plant,Sichuan,conventional storage,660.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601151,Shenzhen hydroelectric plant,Guangdong,pumped storage,1200.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000601152,Shidi hydroelectric plant,Chongqing,conventional storage,120.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601153,Shihu Dam hydroelectric plant,Hebei,pumped storage,3000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601154,Shihutang hydroelectric plant,Jiangxi,run-of-river,120.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100001027190,Shijiazhou hydroelectric plant,Hunan,conventional storage,45.0,operating,,,False,unknown_start_year_not_imputed
G100001027191,Shilong hydroelectric plant,Jilin,conventional and run-of-river,70.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100001030625,Shimen Sanjiangkou hydroelectric plant,Hunan,conventional storage,113.0,operating,1989.0,,True,operating_or_construction_start_by_2030
G100000601155,Shimenkan hydroelectric plant,Yunnan,conventional storage,130.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601156,Shiquan hydroelectric plant,Shaanxi,conventional storage,225.0,operating,1975.0,,True,operating_or_construction_start_by_2030
G100000601157,Shisanling hydroelectric plant,Beijing,pumped storage,800.0,operating,1997.0,,True,operating_or_construction_start_by_2030
G100000604805,Shitai hydroelectric plant,Anhui,pumped storage,1200.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000601159,Shitang hydroelectric plant,Zhejiang,run-of-river,78.0,operating,1989.0,,True,operating_or_construction_start_by_2030
G100000601160,Shiti hydroelectric plant,Chongqing,conventional storage,120.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601161,Shiyazi hydroelectric plant,Guizhou,conventional storage,140.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601162,Shiziping hydroelectric plant,Sichuan,conventional storage,195.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601163,Shizitan Pumped Storage hydroelectric plant,Chongqing,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601164,Shuanggou hydroelectric plant,Jilin,conventional storage,280.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601165,Shuanghe hydroelectric plant,Sichuan,conventional storage,81.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601166,Shuanghekou hydroelectric plant,Guizhou,conventional storage,120.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601167,Shuangjiangkou hydroelectric plant,Sichuan,conventional storage,2000.0,construction,2025.0,,True,operating_or_construction_start_by_2030
G100001048116,Shuangling hydroelectric plant,Liaoning,conventional storage,50.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000601168,Shuangpai hydroelectric plant,Hunan,conventional storage,135.0,operating,1963.0,,True,operating_or_construction_start_by_2030
G100000601170,Shuhe hydroelectric plant,Shaanxi,conventional storage,276.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100001031248,Shuiboxia hydroelectric plant,Gansu,run-of-river,57.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601171,Shuibuya hydroelectric plant,Hubei,conventional storage,1840.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601172,Shuicheng hydroelectric plant,Guizhou,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601173,Shuidong hydroelectric plant,Fujian,conventional storage,80.0,operating,1994.0,,True,operating_or_construction_start_by_2030
G100000604115,Shuifeng hydroelectric plant,Liaoning,conventional storage,630.0,operating,1941.0,,True,operating_or_construction_start_by_2030
G100000601174,Shuikou hydroelectric plant,Fujian,conventional storage,1400.0,operating,1996.0,,True,operating_or_construction_start_by_2030
G100001051049,Shuiniujia hydroelectric plant,Sichuan,conventional and run-of-river,70.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000604183,Shuiyu Pumped Storage hydroelectric plant,Hebei,pumped storage,1200.0,pre-construction,2029.0,,False,excluded_status_or_vintage
G100000604808,Shuiyuan hydroelectric plant,Hunan,pumped storage,1400.0,construction,,,False,unknown_start_year_not_imputed
G100000601176,Shuiyuanshan hydroelectric plant,Guangdong,pumped storage,1200.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100001027192,Shunchang Dam hydroelectric plant,Fujian,conventional storage,48.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601177,Shuozhong hydroelectric plant,Sichuan,conventional storage,120.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100001027193,Sichuan Guoru hydroelectric plant,Sichuan,unknown,48.0,operating,,,False,unknown_start_year_not_imputed
G100001027194,Sichuan Jialingjiang River Cangxi hydroelectric plant,Sichuan,conventional storage,66.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100001027195,Sichuan Leshan Ebian Jinyan hydroelectric plant,Sichuan,run-of-river,46.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100001027871,Sichuan Mianzhu City Pumped Storage hydroelectric plant,Sichuan,pumped storage,1200.0,pre-construction,2032.0,,False,excluded_status_or_vintage
G100001027848,Sichuan Peng'an Pumped Storage hydroelectric plant,Sichuan,pumped storage,290.0,announced,,,False,unknown_start_year_not_imputed
G100000601178,Sichuan Pingwu Xiannvbao hydroelectric plant,Sichuan,conventional storage,76.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100001027198,Sichuan Xiaohe hydroelectric plant,Sichuan,unknown,48.0,operating,,,False,unknown_start_year_not_imputed
G100001027199,Sichuan Xiaojin Mupo hydroelectric plant,Sichuan,conventional and run-of-river,45.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100001027200,Sichuan Xiaolongmen hydroelectric plant,Sichuan,conventional storage,52.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100001027910,Sichuan Xuanhan Pumped Storage hydroelectric plant,Sichuan,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100001027201,Sichuan Yaan Shuijinguan hydroelectric plant,Sichuan,conventional storage,63.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100001027875,Sichuan Yajiang hydroelectric plant,Sichuan,conventional storage,3000.0,operating,2022.0,,True,operating_or_construction_start_by_2030
G100001027876,Sichuan Yajiang hydroelectric plant,Sichuan,pumped storage,1200.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100001027202,Sichuan Zhaojue Subagu hydroelectric plant,Sichuan,run-of-river,52.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601179,Silin hydroelectric plant,Guizhou,conventional storage,1050.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601180,Simutasi hydroelectric plant,Xinjiang,conventional storage,110.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000604837,Sinan Pumped Storage hydroelectric plant,Guizhou,pumped storage,1800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601181,Sinanjiang hydroelectric plant,Yunnan,conventional storage,201.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000604822,Sizhoushan hydroelectric plant,Hunan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001030273,Solun Pumped Storage hydroelectric plant,InnerMongolia,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601183,Songshanhekou hydroelectric plant,Yunnan,conventional storage,168.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100001048088,Songshuling hydroelectric plant,Hubei,conventional storage,50.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000601184,Songxian Longtangou hydroelectric plant,Henan,pumped storage,1800.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000604826,Songyang hydroelectric plant,Zhejiang,pumped storage,1400.0,construction,,,False,unknown_start_year_not_imputed
G100000601186,Songzi hydroelectric plant,Hubei,pumped storage,1200.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000601187,Suichang hydroelectric plant,Zhejiang,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601188,Suichuan hydroelectric plant,Jiangxi,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601189,Sujiahekou hydroelectric plant,Yunnan,conventional storage,315.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601190,Suofengying hydroelectric plant,Guizhou,conventional storage,600.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001030656,Suojinshan hydroelectric plant,Hubei,run-of-river,45.0,operating,1994.0,,True,operating_or_construction_start_by_2030
G100000601191,Suwalong hydroelectric plant,Sichuan,conventional storage,1200.0,operating,2023.0,,True,operating_or_construction_start_by_2030
G100000601192,Suzhi hydroelectric plant,Qinghai,conventional storage,225.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100001051163,Tagake hydroelectric plant,Xinjiang,run-of-river,100.0,announced,,,False,unknown_start_year_not_imputed
G100001051161,Tagake hydroelectric plant,Xinjiang,run-of-river,50.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601193,Tai'an hydroelectric plant,Shandong,pumped storage,1000.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000601194,Tai'an II hydroelectric plant,Shandong,pumped storage,1800.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000604155,Taihangshan Pumped Storage hydroelectric plant,Hebei,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601195,Taihe hydroelectric plant,Jiangxi,run-of-river,138.0,shelved,,,False,unknown_start_year_not_imputed
G100000601196,Taipingling hydroelectric plant,Guangdong,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601197,Taipingshao hydroelectric plant,Liaoning,run-of-river,161.0,operating,1979.0,,True,operating_or_construction_start_by_2030
G100000604116,Taipingwan hydroelectric plant,Liaoning,conventional storage,192.0,operating,1985.0,,True,operating_or_construction_start_by_2030
G100000601198,Taipingyi hydroelectric plant,Sichuan,run-of-river,280.0,operating,1994.0,,True,operating_or_construction_start_by_2030
G100000601199,Taishun hydroelectric plant,Zhejiang,pumped storage,1200.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000601200,Taiyanggou hydroelectric plant,InnerMongolia,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601201,Taiyuan Gujiao hydroelectric plant,Shanxi,pumped storage,1500.0,announced,,,False,unknown_start_year_not_imputed
G100000601202,Taka hydroelectric plant,Sichuan,run-of-river,110.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000604854,Takeng hydroelectric plant,Sichuan,unknown,200.0,announced,,,False,unknown_start_year_not_imputed
G100000601203,Talahe hydroelectric plant,Jilin,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601204,Taleidesai hydroelectric plant,Xinjiang,unknown,80.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000601205,Tangwan hydroelectric plant,Anhui,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601206,Tankeng hydroelectric plant,Zhejiang,conventional storage,600.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601207,Taoyuan hydroelectric plant,Hunan,run-of-river,180.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100001051164,Tarileiga hydroelectric plant,Xinjiang,conventional storage,50.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100001031153,Tengzigou hydroelectric plant,Chongqing,conventional and run-of-river,70.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000601208,Three Gorges Dam hydroelectric plant,Hubei,conventional storage,22500.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000601210,Tianchi hydroelectric plant,Henan,pumped storage,1200.0,operating,2023.0,,True,operating_or_construction_start_by_2030
G100000601211,Tianhe hydroelectric plant,Zhejiang,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001046518,Tianhu hydroelectric plant,Guangxi,run-of-river,60.0,operating,1992.0,,True,operating_or_construction_start_by_2030
G100000601212,Tianhuaban hydroelectric plant,Yunnan,conventional storage,180.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601213,Tianhuangping hydroelectric plant,Zhejiang,pumped storage,1800.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000601214,Tianlonghu hydroelectric plant,Sichuan,conventional storage,180.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000601215,Tianqiao hydroelectric plant,Shaanxi,run-of-river,128.0,operating,1977.0,,True,operating_or_construction_start_by_2030
G100000601216,Tianshengqiao Stage 1 hydroelectric plant,Guizhou,conventional storage,1200.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000601217,Tianshengqiao Stage 2 hydroelectric plant,Guangxi,conventional storage,1320.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000601218,Tiantai hydroelectric plant,Zhejiang,pumped storage,1700.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100000601219,Tiantang hydroelectric plant,Guangdong,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001031221,Tianwanggou hydroelectric plant,Gansu,run-of-river,51.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601220,Tianzhushan hydroelectric plant,Anhui,pumped storage,1200.0,shelved,,,False,unknown_start_year_not_imputed
G100000601221,Tianzishan hydroelectric plant,Hunan,pumped storage,1400.0,construction,,,False,unknown_start_year_not_imputed
G100001031222,Tiecheng hydroelectric plant,Gansu,conventional and run-of-river,52.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601222,Tielishi hydroelectric plant,Heilongjiang,pumped storage,3000.0,announced,,,False,unknown_start_year_not_imputed
G100000601223,Tienlin hydroelectric plant,Guangxi,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601224,Tingzikou hydroelectric plant,Sichuan,conventional storage,1100.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100001027203,Tong Zhang hydroelectric plant,Sichuan,unknown,50.0,operating,,,False,unknown_start_year_not_imputed
G100000601225,Tongbai hydroelectric plant,Zhejiang,pumped storage,1200.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601226,Tongcheng hydroelectric plant,Anhui,pumped storage,1280.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000604888,Tongde hydroelectric plant,Qinghai,pumped storage,2400.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000601228,Tongjiezi hydroelectric plant,Sichuan,conventional storage,700.0,operating,1994.0,,True,operating_or_construction_start_by_2030
G100001051085,Tongkou hydroelectric plant,Sichuan,conventional storage,45.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000601229,Tongkuang hydroelectric plant,Jiangsu,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601230,Tonglu hydroelectric plant,Zhejiang,pumped storage,1400.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000601231,Tongtou hydroelectric plant,Sichuan,conventional storage,80.0,operating,1995.0,,True,operating_or_construction_start_by_2030
G100000601232,Tongwan hydroelectric plant,Hunan,conventional storage,180.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100001051086,Tongzhong hydroelectric plant,Sichuan,run-of-river,51.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000601233,Tongzihao hydroelectric plant,Sichuan,conventional storage,108.0,operating,2003.0,,True,operating_or_construction_start_by_2030
G100000601234,Tongzilin hydroelectric plant,Sichuan,conventional storage,600.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000601235,Tuanpo hydroelectric plant,Guizhou,run-of-river,80.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601236,Tugutang hydroelectric plant,Hunan,run-of-river,90.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000601237,Tukahe hydroelectric plant,Yunnan,conventional storage,165.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601238,Tuoba hydroelectric plant,Yunnan,conventional storage,1400.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601239,Tuokou hydroelectric plant,Hunan,conventional storage,830.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000604159,Ulan Maodu Pumped Storage hydroelectric plant,InnerMongolia,pumped storage,2100.0,announced,,,False,unknown_start_year_not_imputed
G100000604151,Urad Pumped Storage hydroelectric plant,InnerMongolia,pumped storage,1400.0,announced,,,False,unknown_start_year_not_imputed
G100000601240,Wachun hydroelectric plant,Guangxi,conventional storage,230.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100001027204,Waixiong hydroelectric plant,Zhejiang,conventional storage,48.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601241,Wan’an hydroelectric plant,Jiangxi,conventional storage,500.0,operating,1990.0,,True,operating_or_construction_start_by_2030
G100001051082,Wanba hydroelectric plant,Sichuan,conventional storage,69.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100001051071,Wandong hydroelectric plant,Sichuan,run-of-river,60.0,operating,2019.0,,True,operating_or_construction_start_by_2030
G100001046520,Wangcun hydroelectric plant,Guangxi,conventional storage,60.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000601242,Wangfuzhou hydroelectric plant,Hubei,run-of-river,109.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100000601243,Wangqing I hydroelectric plant,Jilin,pumped storage,1800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601244,Wanjiakouzi hydroelectric plant,Guizhou,conventional storage,180.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000601245,Wanjiazhai hydroelectric plant,Shaanxi,conventional storage,1080.0,operating,1998.0,,True,operating_or_construction_start_by_2030
G100001030274,Wanjiazhai Pumped Storage hydroelectric plant,Shanxi,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000601247,Wanmipo hydroelectric plant,Hunan,conventional storage,240.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000604941,Warang hydroelectric plant,Qinghai,pumped storage,2800.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100001051142,Watuo hydroelectric plant,Tibet,conventional storage,50.0,operating,2019.0,,True,operating_or_construction_start_by_2030
G100000601249,Wawushan hydroelectric plant,Sichuan,conventional storage,240.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000601250,Weifang hydroelectric plant,Shandong,pumped storage,1200.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100000604946,Weijiachong hydroelectric plant,Hubei,pumped storage,298.0,construction,2025.0,,True,operating_or_construction_start_by_2030
G100000604117,Weiyuan hydroelectric plant,Jilin,conventional storage,390.0,operating,1987.0,,True,operating_or_construction_start_by_2030
G100001027205,Weiyuan River Jinggu County Simao District hydroelectric plant,Yunnan,conventional storage,72.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000601252,Wencheng hydroelectric plant,Zhejiang,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601253,Wendeng hydroelectric plant,Shandong,pumped storage,1800.0,operating,2023.0,,True,operating_or_construction_start_by_2030
G100000601254,Wenquan hydroelectric plant,Xinjiang,conventional storage,135.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601255,Woluoqiao hydroelectric plant,Sichuan,conventional storage,100.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000601256,Wudongde hydroelectric plant,Yunnan,conventional storage,10200.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000601257,Wudu Dam hydroelectric plant,Sichuan,conventional storage,150.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000601258,Wufeng Taiping hydroelectric plant,Hubei,pumped storage,2400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601259,Wuhai hydroelectric plant,InnerMongolia,pumped storage,1200.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000601260,Wuhu Xixingchong hydroelectric plant,Anhui,pumped storage,1200.0,pre-construction,2029.0,,False,excluded_status_or_vintage
G100000601261,Wujiangdu hydroelectric plant,Guizhou,conventional storage,1280.0,operating,1982.0,,True,operating_or_construction_start_by_2030
G100000601262,Wujinxia hydroelectric plant,Gansu,run-of-river,140.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000601263,Wulong Baima hydroelectric plant,Chongqing,conventional storage,525.0,construction,,,False,unknown_start_year_not_imputed
G100001027206,Wuluwati Dam hydroelectric plant,Xinjiang,conventional storage,60.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100000601264,Wunonglong hydroelectric plant,Yunnan,conventional storage,990.0,operating,2019.0,,True,operating_or_construction_start_by_2030
G100000604951,Wuqiangxi Expansion hydroelectric plant,Hunan,conventional storage,500.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601266,Wuqiangxi hydroelectric plant,Hunan,conventional storage,1700.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100001028008,Wushan Daxi Pumped Storage hydroelectric plant,Chongqing,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601267,Wuxi hydroelectric plant,Hunan,run-of-river,100.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000604952,Wuxijiang hydroelectric plant,Zhejiang,pumped storage,298.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000601269,Wuxing Pumped Storage hydroelectric plant,Heilongjiang,pumped storage,1800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000601270,Wuyiqiao hydroelectric plant,Sichuan,conventional storage,132.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000601271,Wuyue hydroelectric plant,Henan,pumped storage,750.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100001051244,Wuyue hydroelectric plant,Henan,pumped storage,250.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000601272,Xi'erhe I hydroelectric plant,Yunnan,run-of-river,105.0,operating,1979.0,,True,operating_or_construction_start_by_2030
G100001051194,Xi'erhe II hydroelectric plant,Yunnan,run-of-river,50.0,operating,1978.0,,True,operating_or_construction_start_by_2030
