GEM unit/phase ID,Plant / Project name,province,technology,capacity_mw,Status,start,retired,included_2030,selection_reason
G100000600580,A’letai Hua’ning hydroelectric plant,Xinjiang,conventional storage,100.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000600581,Ahai hydroelectric plant,Yunnan,conventional storage,2000.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000600582,Ajiutian hydroelectric plant,Yunnan,run-of-river,105.0,operating,2004.0,,True,operating_or_construction_start_by_2030
G100000600583,Altash hydroelectric plant,Xinjiang,conventional storage,755.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000600584,Amojiang Sanjiangkou hydroelectric plant,Yunnan,conventional storage,99.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000600585,Anfeng hydroelectric plant,Fujian,run-of-river,81.0,shelved,,,False,unknown_start_year_not_imputed
G100000600586,Angu hydroelectric plant,Sichuan,conventional storage,772.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000600587,Anhua hydroelectric plant,Hunan,pumped storage,2400.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000600588,Anjiang hydroelectric plant,Hunan,conventional storage,140.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100001027825,Ankang Hanbin Pumped Storage hydroelectric plant,Shaanxi,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000600590,Ankang hydroelectric plant,Shaanxi,pumped storage,600.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600589,Ankang hydroelectric plant,Shaanxi,conventional storage,853.0,operating,1992.0,,True,operating_or_construction_start_by_2030
G100000600591,Anning hydroelectric plant,Sichuan,conventional storage,400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600592,Anren hydroelectric plant,Hunan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600593,Ansha hydroelectric plant,Fujian,conventional storage,128.0,operating,1975.0,,True,operating_or_construction_start_by_2030
G100000600594,Anyuan hydroelectric plant,Jiangxi,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600595,Badi hydroelectric plant,Sichuan,conventional storage,720.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604185,Baihe Pumped Storage hydroelectric plant,Hebei,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600596,Baihetan hydroelectric plant,Sichuan,conventional storage,16000.0,operating,2022.0,,True,operating_or_construction_start_by_2030
G100000600597,Baihuatan hydroelectric plant,Sichuan,conventional storage,120.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001048085,Bailianhe hydroelectric plant,Hubei,conventional storage,45.0,operating,1964.0,,True,operating_or_construction_start_by_2030
G100000600598,Bailianhe Pumped Storage hydroelectric plant,Hubei,pumped storage,1200.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100001031116,Bailianya hydroelectric plant,Anhui,run-of-river,50.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100001051044,Bailong River Zhaohua hydroelectric plant,Sichuan,conventional storage,60.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000600599,Bailongtan hydroelectric plant,Guangxi,conventional storage,192.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100000600600,Baise hydroelectric plant,Guangxi,conventional storage,540.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000600601,Baise Tiandong hydroelectric plant,Guangxi,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000600602,Baishan hydroelectric plant,Jilin,conventional storage,1500.0,operating,1994.0,,True,operating_or_construction_start_by_2030
G100000604990,Baishan hydroelectric plant,Jilin,pumped storage,300.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000600603,Baishi hydroelectric plant,Guizhou,conventional storage,420.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100001031313,Baishiyao hydroelectric plant,Guangdong,conventional storage,92.0,operating,1997.0,,True,operating_or_construction_start_by_2030
G100001051166,Baishuijiang Stage 3 hydroelectric plant,Yunnan,run-of-river,48.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100001048083,Baishuiyu hydroelectric plant,Hubei,conventional storage,45.0,operating,1997.0,,True,operating_or_construction_start_by_2030
G100000600604,Baiyantan Dam hydroelectric plant,Sichuan,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000604160,Baiyenzhai Pumped Storage hydroelectric plant,Sichuan,pumped storage,1400.0,announced,,,False,unknown_start_year_not_imputed
G100000600605,Baiyin District hydroelectric plant,Gansu,pumped storage,1000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001048091,Baiyun hydroelectric plant,Hunan,conventional storage,54.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100000600606,Bajiangkou hydroelectric plant,Guangxi,conventional storage,90.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000600607,Bala hydroelectric plant,Sichuan,conventional storage,746.0,construction,2025.0,,True,operating_or_construction_start_by_2030
G100000600608,Balangkou hydroelectric plant,Sichuan,run-of-river,96.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000604186,Banchahe Pumped Storage hydroelectric plant,Jilin,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000600609,Banda hydroelectric plant,Tibet,unknown,1500.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600610,Banduo hydroelectric plant,Qinghai,conventional storage,360.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000600611,Bangduo hydroelectric plant,Tibet,unknown,720.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600612,Banqiaoyu hydroelectric plant,Beijing,pumped storage,1000.0,shelved,,,False,unknown_start_year_not_imputed
G100001031155,Banzhu hydroelectric plant,Fujian,run-of-river,45.0,operating,1997.0,,True,operating_or_construction_start_by_2030
G100000600613,Baoning hydroelectric plant,Sichuan,conventional storage,120.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000600614,Baoqing County hydroelectric plant,Heilongjiang,pumped storage,1000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600615,Baoquan hydroelectric plant,Henan,pumped storage,1200.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000600616,Baoxing hydroelectric plant,Sichuan,conventional storage,195.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600617,Baozhusi hydroelectric plant,Sichuan,conventional storage,700.0,operating,1996.0,,True,operating_or_construction_start_by_2030
G100000600618,Bapanxia hydroelectric plant,Gansu,run-of-river,220.0,operating,1980.0,,True,operating_or_construction_start_by_2030
G100000600619,Bashan hydroelectric plant,Chongqing,conventional storage,140.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600620,Batang hydroelectric plant,Sichuan,conventional storage,750.0,construction,,,False,unknown_start_year_not_imputed
G100000600621,Bayu hydroelectric plant,Tibet,conventional storage,800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001031156,Beijin hydroelectric plant,Fujian,run-of-river,50.0,operating,,,False,unknown_start_year_not_imputed
G100000604249,Benzilan hydroelectric plant,Yunnan,conventional storage,2200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600623,Biedieli hydroelectric plant,Xinjiang,conventional storage,248.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000600624,Bikou hydroelectric plant,Gansu,conventional storage,300.0,operating,1977.0,,True,operating_or_construction_start_by_2030
G100000600625,Bindong hydroelectric plant,Sichuan,run-of-river,100.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000600626,Binggou hydroelectric plant,Hebei,pumped storage,1000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600627,Bingling hydroelectric plant,Gansu,conventional storage,240.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600628,Bobona hydroelectric plant,Xinjiang,conventional storage,150.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000600629,Boli hydroelectric plant,Heilongjiang,pumped storage,1200.0,pre-construction,2030.0,,False,excluded_status_or_vintage
G100000600630,Boluo hydroelectric plant,Tibet,conventional storage,920.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604270,Bowa hydroelectric plant,Sichuan,conventional storage,168.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000604276,Buowa hydroelectric plant,Sichuan,run-of-river,168.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000600632,Burkin Shankou hydroelectric plant,Xinjiang,conventional storage,220.0,operating,2015.0,,True,operating_or_construction_start_by_2030
G100000604278,Burqin hydroelectric plant,Xinjiang,pumped storage,1400.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000600634,Busigou hydroelectric plant,Sichuan,conventional storage,360.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604283,Caiziba hydroelectric plant,Chongqing,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000600636,Caojie hydroelectric plant,Chongqing,conventional storage,500.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000604289,Caoping hydroelectric plant,Shaanxi,pumped storage,1400.0,construction,,,False,unknown_start_year_not_imputed
G100000600638,Caoyutan hydroelectric plant,Sichuan,conventional storage,75.0,operating,1994.0,,True,operating_or_construction_start_by_2030
G100000600639,Cege hydroelectric plant,Tibet,unknown,129.0,announced,,,False,unknown_start_year_not_imputed
G100000600640,Centian hydroelectric plant,Guangdong,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600641,Chahan Wusu hydroelectric plant,Xinjiang,conventional storage,309.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000604166,Chaigoutan Pumped Storage hydroelectric plant,Guangdong,pumped storage,200.0,announced,,,False,unknown_start_year_not_imputed
G100000600642,Chaijiaxia hydroelectric plant,Gansu,run-of-river,96.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100001051180,Chaishitan hydroelectric plant,Yunnan,conventional storage,60.0,operating,2001.0,,True,operating_or_construction_start_by_2030
G100001027152,Chalinhe hydroelectric plant,Hunan,conventional storage,54.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600643,Chang'an hydroelectric plant,Zhejiang,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600645,Changdian hydroelectric plant,Liaoning,conventional storage,150.0,operating,1989.0,,True,operating_or_construction_start_by_2030
G100000600646,Changheba hydroelectric plant,Sichuan,conventional storage,2600.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000600647,Changhu hydroelectric plant,Guangdong,conventional storage,132.0,operating,1973.0,,True,operating_or_construction_start_by_2030
G100000600648,Changlongshan hydroelectric plant,Zhejiang,pumped storage,2100.0,operating,2022.0,,True,operating_or_construction_start_by_2030
G100000600649,Changning hydroelectric plant,Hunan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600650,Changtan hydroelectric plant,Hunan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604165,Changtan Pumped Storage hydroelectric plant,Guangdong,pumped storage,800.0,announced,,,False,unknown_start_year_not_imputed
G100000600651,Changyang Qingjiang hydroelectric plant,Hubei,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100001051252,Changyukou Pumped Storage hydroelectric plant,Hebei,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600652,Changzhou hydroelectric plant,Guangxi,conventional storage,630.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000600653,Chencun hydroelectric plant,Anhui,conventional storage,180.0,operating,1978.0,,True,operating_or_construction_start_by_2030
G100000600654,Chengde Xinglong hydroelectric plant,Hebei,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600655,Chengdong hydroelectric plant,Sichuan,unknown,84.0,operating,,,False,unknown_start_year_not_imputed
G100001031212,Chengguan hydroelectric plant,Fujian,conventional storage,48.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100000600656,Chengzigou hydroelectric plant,Gansu,run-of-river,115.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000604303,Chenjiaping hydroelectric plant,Hubei,pumped storage,1800.0,announced,,,False,unknown_start_year_not_imputed
G100000604304,Chenxi hydroelectric plant,Hunan,pumped storage,1200.0,construction,2029.0,,True,operating_or_construction_start_by_2030
G100000600658,Cheping hydroelectric plant,Hunan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600660,Chienzhong Baixing hydroelectric plant,Guizhou,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600661,Chitan hydroelectric plant,Fujian,conventional storage,100.0,operating,1980.0,,True,operating_or_construction_start_by_2030
G100000600662,Chonghu'er hydroelectric plant,Xinjiang,conventional storage,110.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100001051181,Chongjianghe hydroelectric plant,Yunnan,run-of-river,48.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000600663,Chongqing Fuling Shiban hydroelectric plant,Chongqing,conventional storage,115.0,operating,1997.0,,True,operating_or_construction_start_by_2030
G100001028204,Chongqing Shizitan hydroelectric plant,Chongqing,conventional storage,48.0,operating,1957.0,,True,operating_or_construction_start_by_2030
G100000600664,Chongyi hydroelectric plant,Guizhou,pumped storage,800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600665,Chongzuo hydroelectric plant,Guangxi,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001051048,Chuntangba hydroelectric plant,Sichuan,run-of-river,54.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000600666,Chuosijia hydroelectric plant,Sichuan,conventional storage,392.0,construction,,,False,unknown_start_year_not_imputed
G100000604314,Cihaxia hydroelectric plant,Qinghai,conventional storage,2000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600668,Cuijiaying hydroelectric plant,Hubei,conventional storage,90.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600669,Cuolonggongma hydroelectric plant,Gansu,pumped storage,3000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001051059,Cuowa hydroelectric plant,Sichuan,run-of-river,57.0,construction,,,False,unknown_start_year_not_imputed
G100000600670,Da'Aguo hydroelectric plant,Sichuan,conventional storage,220.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100001051272,Dabancheng Pumped Storage hydroelectric plant,Xinjiang,pumped storage,1400.0,pre-construction,2030.0,,False,excluded_status_or_vintage
G100000600671,Dachaoshan hydroelectric plant,Yunnan,conventional storage,1350.0,operating,2003.0,,True,operating_or_construction_start_by_2030
G100000600672,Daduhe Danba hydroelectric plant,Sichuan,conventional storage,1130.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604328,Dafa hydroelectric plant,Sichuan,run-of-river,240.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600674,Dafutan hydroelectric plant,Hunan,conventional storage,200.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000600675,Dagangshan hydroelectric plant,Sichuan,conventional storage,2600.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000600676,Dagu hydroelectric plant,Tibet,conventional storage,330.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000600677,Daguangba hydroelectric plant,Hainan,conventional storage,240.0,operating,1993.0,,True,operating_or_construction_start_by_2030
G100000600678,Daguling hydroelectric plant,Anhui,pumped storage,100.0,announced,,,False,unknown_start_year_not_imputed
G100001027154,Dagushan hydroelectric plant,Gansu,run-of-river,65.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600679,Dahejia hydroelectric plant,Qinghai,conventional storage,142.0,operating,2018.0,,True,operating_or_construction_start_by_2030
G100000604330,Dahekou hydroelectric plant,Chongqing,conventional storage,75.0,operating,1997.0,,True,operating_or_construction_start_by_2030
G100000600680,Dahetian Luosheng hydroelectric plant,Guizhou,run-of-river,80.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000600681,Dahua hydroelectric plant,Guangxi,conventional storage,566.0,operating,1986.0,,True,operating_or_construction_start_by_2030
G100000600682,Dahuaqiao hydroelectric plant,Yunnan,conventional storage,920.0,operating,2019.0,,True,operating_or_construction_start_by_2030
G100000600683,Dahuashui hydroelectric plant,Guizhou,conventional storage,200.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100001031187,Daixi hydroelectric plant,Fujian,conventional storage,50.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000600684,Dajinping hydroelectric plant,Sichuan,conventional storage,129.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100001051218,Dakai hydroelectric plant,Yunnan,conventional and run-of-river,60.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100000604332,Dakequke hydroelectric plant,Xinjiang,conventional storage,75.0,operating,2019.0,,True,operating_or_construction_start_by_2030
G100001027155,Dala River hydroelectric plant,Gansu,conventional storage,52.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000604170,Dalianggang Pumped Storage hydroelectric plant,Guizhou,pumped storage,1600.0,announced,,,False,unknown_start_year_not_imputed
G100000600685,Dalongtan hydroelectric plant,Hubei,pumped storage,500.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600686,Damushan hydroelectric plant,Hubei,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000604334,Dandahe hydroelectric plant,Yunnan,conventional storage,100.0,cancelled - inferred 4 y,,,False,unknown_start_year_not_imputed
G100000600689,Dangshan hydroelectric plant,Guangdong,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600690,Danjiangkou hydroelectric plant,Hubei,conventional storage,1050.0,operating,1973.0,,True,operating_or_construction_start_by_2030
G100000604336,Daofu hydroelectric plant,Sichuan,pumped storage,2100.0,construction,,,False,unknown_start_year_not_imputed
G100000600692,Daolinshan hydroelectric plant,Zhejiang,pumped storage,298.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600693,Dapu hydroelectric plant,Guangxi,conventional storage,90.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100001048077,Daqikong hydroelectric plant,Guizhou,run-of-river,48.0,operating,2002.0,,True,operating_or_construction_start_by_2030
G100000600694,Daren hydroelectric plant,Shaanxi,pumped storage,1600.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600695,Dashankou hydroelectric plant,Xinjiang,conventional storage,80.0,operating,1991.0,,True,operating_or_construction_start_by_2030
G100001051156,Dashankou Stage 2 hydroelectric plant,Xinjiang,run-of-river,50.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100001051253,Dashizhuzi Pumped Storage hydroelectric plant,Hebei,pumped storage,1000.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604340,Datengxia hydroelectric plant,Guangxi,conventional storage,1600.0,operating,2023.0,,True,operating_or_construction_start_by_2030
G100000604341,Dawangmiao Pumped Storage hydroelectric plant,Hunan,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000600697,Dawei hydroelectric plant,Sichuan,conventional storage,270.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604342,Dawu County hydroelectric plant,Hubei,pumped storage,1200.0,cancelled,,,False,unknown_start_year_not_imputed
G100000604343,Dawu Heigou hydroelectric plant,Hubei,pumped storage,300.0,construction,2026.0,,True,operating_or_construction_start_by_2030
G100000600700,Daxia hydroelectric plant,Gansu,conventional storage,325.0,operating,1996.0,,True,operating_or_construction_start_by_2030
G100000604344,Daxiongshan hydroelectric plant,Henan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600702,Dayahe hydroelectric plant,Liaoning,pumped storage,1600.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000600703,Dayakou hydroelectric plant,Yunnan,conventional storage,102.0,operating,2017.0,,True,operating_or_construction_start_by_2030
G100000604175,Dayang Pumped Storage hydroelectric plant,Guangdong,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000604158,Daye Pumped Storage hydroelectric plant,Hubei,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000600704,Dayingjiang I hydroelectric plant,Sichuan,conventional storage,108.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000600705,Dayingjiang III hydroelectric plant,Yunnan,run-of-river,196.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100000600706,Dayingjiang IV hydroelectric plant,Yunnan,run-of-river,700.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600707,Dayingjiang Meng’e hydroelectric plant,Yunnan,run-of-river,99.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000600708,Dayuandu hydroelectric plant,Hunan,conventional storage,120.0,operating,1998.0,,True,operating_or_construction_start_by_2030
G100000600709,Dayugou hydroelectric plant,Henan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001051183,Dazhai hydroelectric plant,Yunnan,run-of-river,60.0,operating,1977.0,,True,operating_or_construction_start_by_2030
G100001051251,Dazhuangli Pumped Storage hydroelectric plant,Shaanxi,pumped storage,2100.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600710,Dehua hydroelectric plant,Fujian,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100001051267,Delingha Pumped Storage hydroelectric plant,Qinghai,pumped storage,600.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600711,Dengke hydroelectric plant,Yunnan,conventional storage,120.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000600712,Dianbai hydroelectric plant,Guangdong,pumped storage,1200.0,construction,2028.0,,True,operating_or_construction_start_by_2030
G100000600713,Diluo hydroelectric plant,Sichuan,conventional storage,100.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000604167,Dong'an Pumped Storage hydroelectric plant,Hunan,pumped storage,300.0,announced,,,False,unknown_start_year_not_imputed
G100000600714,Dongfeng hydroelectric plant,Guizhou,conventional storage,695.0,operating,1995.0,,True,operating_or_construction_start_by_2030
G100000600715,Dongjiang hydroelectric plant,Hunan,conventional storage,500.0,operating,1987.0,,True,operating_or_construction_start_by_2030
G100001048111,Dongjin hydroelectric plant,Jiangxi,conventional storage,60.0,operating,1995.0,,True,operating_or_construction_start_by_2030
G100000600716,Donglong hydroelectric plant,Guangxi,pumped storage,600.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600717,Dongping hydroelectric plant,Hubei,conventional storage,110.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000600718,Dongqing hydroelectric plant,Guizhou,conventional storage,880.0,operating,2010.0,,True,operating_or_construction_start_by_2030
G100000600719,Dongshan hydroelectric plant,Guangdong,run-of-river,75.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600720,Dongsong hydroelectric plant,Sichuan,conventional storage,180.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000604352,Dongtian Pumped Storage hydroelectric plant,Fujian,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600721,Dongxi hydroelectric plant,Guizhou,pumped storage,800.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600722,Dongxiguan hydroelectric plant,Sichuan,conventional storage,210.0,operating,1995.0,,True,operating_or_construction_start_by_2030
G100001048084,Doulingzi hydroelectric plant,Hubei,conventional storage,71.0,operating,2003.0,,True,operating_or_construction_start_by_2030
G100001051189,Duduluo River Stage 2 hydroelectric plant,Yunnan,run-of-river,60.0,operating,2008.0,,True,operating_or_construction_start_by_2030
G100001027153,Dukou hydroelectric plant,Hubei,run-of-river,48.0,operating,2011.0,,True,operating_or_construction_start_by_2030
G100000600723,Dukouba hydroelectric plant,Chongqing,conventional storage,129.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000600724,Dunhua hydroelectric plant,Jilin,pumped storage,1400.0,operating,2022.0,,True,operating_or_construction_start_by_2030
G100000600725,Duobu hydroelectric plant,Tibet,conventional storage,120.0,operating,2016.0,,True,operating_or_construction_start_by_2030
G100000600726,Duonuo hydroelectric plant,Sichuan,conventional storage,100.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000600727,Egongbao hydroelectric plant,Sichuan,conventional storage,132.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000600728,Emin hydroelectric plant,Xinjiang,pumped storage,1400.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600730,Eping hydroelectric plant,Hubei,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100001027156,Erlongshan hydroelectric plant,Gansu,run-of-river,51.0,operating,2007.0,,True,operating_or_construction_start_by_2030
G100000600731,Ertan hydroelectric plant,Sichuan,conventional storage,3300.0,operating,2000.0,,True,operating_or_construction_start_by_2030
G100000600732,Fangxian hydroelectric plant,Hubei,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600733,Fanshi County hydroelectric plant,Shanxi,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600734,Feilaixia hydroelectric plant,Guangdong,conventional storage,140.0,operating,1999.0,,True,operating_or_construction_start_by_2030
G100000600735,Feixianguan hydroelectric plant,Sichuan,run-of-river,100.0,operating,2014.0,,True,operating_or_construction_start_by_2030
G100000600736,Fenghua hydroelectric plant,Zhejiang,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600737,Fenghuanggu hydroelectric plant,Yunnan,conventional storage,100.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000600738,Fenghuangsi hydroelectric plant,Hunan,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
G100000600739,Fengman hydroelectric plant,Jilin,conventional storage,1480.0,operating,2020.0,,True,operating_or_construction_start_by_2030
G100000600740,Fengning hydroelectric plant,Hebei,pumped storage,3600.0,operating,2021.0,,True,operating_or_construction_start_by_2030
G100000600742,Fengshuba hydroelectric plant,Guangdong,conventional storage,200.0,operating,1973.0,,True,operating_or_construction_start_by_2030
G100000600743,Fengtan hydroelectric plant,Hunan,conventional storage,860.0,operating,1979.0,,True,operating_or_construction_start_by_2030
G100000600744,Fengxin hydroelectric plant,Jiangxi,pumped storage,1200.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000600745,Fengyi hydroelectric plant,Sichuan,run-of-river,84.0,operating,2012.0,,True,operating_or_construction_start_by_2030
G100000600746,Fengyuan hydroelectric plant,Fujian,run-of-river,80.0,operating,2009.0,,True,operating_or_construction_start_by_2030
G100000604377,Foping hydroelectric plant,Shaanxi,pumped storage,1400.0,construction,2030.0,,True,operating_or_construction_start_by_2030
G100000600748,Foziling hydroelectric plant,Anhui,pumped storage,160.0,shelved,,,False,unknown_start_year_not_imputed
G100000600749,Fuchunjiang hydroelectric plant,Zhejiang,conventional storage,297.0,operating,1977.0,,True,operating_or_construction_start_by_2030
G100001031190,Fujian Baisha hydroelectric plant,Fujian,run-of-river,70.0,operating,2006.0,,True,operating_or_construction_start_by_2030
G100001027157,Fujian Pingnan Jinzaoqiao hydroelectric plant,Fujian,conventional and run-of-river,66.0,operating,,,False,unknown_start_year_not_imputed
G100001027158,Fujian Zhaokou hydroelectric plant,Fujian,run-of-river,60.0,operating,2005.0,,True,operating_or_construction_start_by_2030
G100000600750,Fujiang Gucheng hydroelectric plant,Sichuan,conventional storage,100.0,operating,2013.0,,True,operating_or_construction_start_by_2030
G100000600751,Fukang hydroelectric plant,Xinjiang,pumped storage,1200.0,operating,2024.0,,True,operating_or_construction_start_by_2030
G100000604380,Fuling Taihe hydroelectric plant,Chongqing,pumped storage,1200.0,announced,,,False,unknown_start_year_not_imputed
G100000600752,Fumin hydroelectric plant,Yunnan,pumped storage,1400.0,construction,,,False,unknown_start_year_not_imputed
G100000600753,Funing hydroelectric plant,Hebei,pumped storage,1200.0,construction,2027.0,,True,operating_or_construction_start_by_2030
G100000600754,Funing II hydroelectric plant,Hebei,pumped storage,1200.0,pre-construction,,,False,unknown_start_year_not_imputed
